freq (Hz),dB20((VF("/Vout") / VF("/Vline"))) (dB),Vout (V),Vline (V)
12.45E6,-86.61,467.0E-9,10.00E-3
12.47E6,-86.63,465.9E-9,10.00E-3
12.50E6,-86.65,464.8E-9,10.00E-3
12.53E6,-86.67,463.8E-9,10.00E-3
12.56E6,-86.69,462.7E-9,10.00E-3
12.59E6,-86.71,461.6E-9,10.00E-3
12.62E6,-86.73,460.6E-9,10.00E-3
12.65E6,-86.75,459.5E-9,10.00E-3
12.68E6,-86.77,458.4E-9,10.00E-3
12.71E6,-86.79,457.4E-9,10.00E-3
12.74E6,-86.81,456.3E-9,10.00E-3
12.76E6,-86.83,455.3E-9,10.00E-3
12.79E6,-86.85,454.2E-9,10.00E-3
12.82E6,-86.87,453.2E-9,10.00E-3
12.85E6,-86.89,452.2E-9,10.00E-3
12.88E6,-86.91,451.1E-9,10.00E-3
12.91E6,-86.93,450.1E-9,10.00E-3
12.94E6,-86.95,449.1E-9,10.00E-3
12.97E6,-86.97,448.0E-9,10.00E-3
13.00E6,-86.99,447.0E-9,10.00E-3
13.03E6,-87.01,446.0E-9,10.00E-3
13.06E6,-87.03,444.9E-9,10.00E-3
13.09E6,-87.05,443.9E-9,10.00E-3
13.12E6,-87.07,442.9E-9,10.00E-3
13.15E6,-87.09,441.9E-9,10.00E-3
13.18E6,-87.11,440.9E-9,10.00E-3
13.21E6,-87.13,439.9E-9,10.00E-3
13.24E6,-87.15,438.8E-9,10.00E-3
13.27E6,-87.17,437.8E-9,10.00E-3
13.30E6,-87.19,436.8E-9,10.00E-3
13.34E6,-87.21,435.8E-9,10.00E-3
13.37E6,-87.23,434.8E-9,10.00E-3
13.40E6,-87.25,433.8E-9,10.00E-3
13.43E6,-87.27,432.8E-9,10.00E-3
13.46E6,-87.29,431.8E-9,10.00E-3
13.49E6,-87.31,430.8E-9,10.00E-3
13.52E6,-87.33,429.8E-9,10.00E-3
13.55E6,-87.35,428.9E-9,10.00E-3
13.58E6,-87.37,427.9E-9,10.00E-3
13.61E6,-87.39,426.9E-9,10.00E-3
13.65E6,-87.41,425.9E-9,10.00E-3
13.68E6,-87.43,424.9E-9,10.00E-3
13.71E6,-87.45,424.0E-9,10.00E-3
13.74E6,-87.47,423.0E-9,10.00E-3
13.77E6,-87.49,422.0E-9,10.00E-3
13.80E6,-87.51,421.0E-9,10.00E-3
13.84E6,-87.53,420.1E-9,10.00E-3
13.87E6,-87.55,419.1E-9,10.00E-3
13.90E6,-87.57,418.1E-9,10.00E-3
13.93E6,-87.59,417.2E-9,10.00E-3
13.96E6,-87.61,416.2E-9,10.00E-3
14.00E6,-87.63,415.3E-9,10.00E-3
14.03E6,-87.65,414.3E-9,10.00E-3
14.06E6,-87.67,413.4E-9,10.00E-3
14.09E6,-87.69,412.4E-9,10.00E-3
14.13E6,-87.71,411.5E-9,10.00E-3
14.16E6,-87.73,410.5E-9,10.00E-3
14.19E6,-87.75,409.6E-9,10.00E-3
14.22E6,-87.77,408.6E-9,10.00E-3
14.26E6,-87.79,407.7E-9,10.00E-3
14.29E6,-87.81,406.8E-9,10.00E-3
14.32E6,-87.83,405.8E-9,10.00E-3
14.35E6,-87.85,404.9E-9,10.00E-3
14.39E6,-87.87,404.0E-9,10.00E-3
14.42E6,-87.89,403.0E-9,10.00E-3
14.45E6,-87.91,402.1E-9,10.00E-3
14.49E6,-87.93,401.2E-9,10.00E-3
14.52E6,-87.95,400.3E-9,10.00E-3
14.55E6,-87.97,399.3E-9,10.00E-3
14.59E6,-87.99,398.4E-9,10.00E-3
14.62E6,-88.01,397.5E-9,10.00E-3
14.66E6,-88.03,396.6E-9,10.00E-3
14.69E6,-88.05,395.7E-9,10.00E-3
14.72E6,-88.07,394.8E-9,10.00E-3
14.76E6,-88.09,393.9E-9,10.00E-3
14.79E6,-88.11,393.0E-9,10.00E-3
14.83E6,-88.13,392.1E-9,10.00E-3
14.86E6,-88.15,391.2E-9,10.00E-3
14.89E6,-88.17,390.3E-9,10.00E-3
14.93E6,-88.19,389.4E-9,10.00E-3
14.96E6,-88.21,388.5E-9,10.00E-3
15.00E6,-88.23,387.6E-9,10.00E-3
15.03E6,-88.25,386.7E-9,10.00E-3
15.07E6,-88.27,385.8E-9,10.00E-3
15.10E6,-88.29,384.9E-9,10.00E-3
15.14E6,-88.31,384.0E-9,10.00E-3
15.17E6,-88.33,383.2E-9,10.00E-3
15.21E6,-88.35,382.3E-9,10.00E-3
15.24E6,-88.37,381.4E-9,10.00E-3
15.28E6,-88.39,380.5E-9,10.00E-3
15.31E6,-88.41,379.6E-9,10.00E-3
15.35E6,-88.43,378.8E-9,10.00E-3
15.38E6,-88.45,377.9E-9,10.00E-3
15.42E6,-88.47,377.0E-9,10.00E-3
15.45E6,-88.49,376.2E-9,10.00E-3
15.49E6,-88.51,375.3E-9,10.00E-3
15.52E6,-88.53,374.4E-9,10.00E-3
15.56E6,-88.55,373.6E-9,10.00E-3
15.60E6,-88.57,372.7E-9,10.00E-3
15.63E6,-88.59,371.9E-9,10.00E-3
15.67E6,-88.61,371.0E-9,10.00E-3
15.70E6,-88.63,370.2E-9,10.00E-3
15.74E6,-88.65,369.3E-9,10.00E-3
15.78E6,-88.67,368.5E-9,10.00E-3
15.81E6,-88.69,367.6E-9,10.00E-3
15.85E6,-88.71,366.8E-9,10.00E-3
15.89E6,-88.73,365.9E-9,10.00E-3
15.92E6,-88.75,365.1E-9,10.00E-3
15.96E6,-88.77,364.2E-9,10.00E-3
16.00E6,-88.79,363.4E-9,10.00E-3
16.03E6,-88.81,362.6E-9,10.00E-3
16.07E6,-88.83,361.7E-9,10.00E-3
16.11E6,-88.85,360.9E-9,10.00E-3
16.14E6,-88.87,360.1E-9,10.00E-3
16.18E6,-88.89,359.3E-9,10.00E-3
16.22E6,-88.91,358.4E-9,10.00E-3
16.26E6,-88.93,357.6E-9,10.00E-3
16.29E6,-88.95,356.8E-9,10.00E-3
16.33E6,-88.97,356.0E-9,10.00E-3
16.37E6,-88.99,355.2E-9,10.00E-3
16.41E6,-89.01,354.3E-9,10.00E-3
16.44E6,-89.03,353.5E-9,10.00E-3
16.48E6,-89.05,352.7E-9,10.00E-3
16.52E6,-89.07,351.9E-9,10.00E-3
16.56E6,-89.09,351.1E-9,10.00E-3
16.60E6,-89.11,350.3E-9,10.00E-3
16.63E6,-89.13,349.5E-9,10.00E-3
16.67E6,-89.15,348.7E-9,10.00E-3
16.71E6,-89.17,347.9E-9,10.00E-3
16.75E6,-89.19,347.1E-9,10.00E-3
16.79E6,-89.21,346.3E-9,10.00E-3
16.83E6,-89.23,345.5E-9,10.00E-3
16.87E6,-89.25,344.7E-9,10.00E-3
16.90E6,-89.27,343.9E-9,10.00E-3
16.94E6,-89.29,343.1E-9,10.00E-3
16.98E6,-89.31,342.3E-9,10.00E-3
17.02E6,-89.33,341.5E-9,10.00E-3
17.06E6,-89.35,340.8E-9,10.00E-3
17.10E6,-89.37,340.0E-9,10.00E-3
17.14E6,-89.39,339.2E-9,10.00E-3
17.18E6,-89.41,338.4E-9,10.00E-3
17.22E6,-89.43,337.6E-9,10.00E-3
17.26E6,-89.45,336.9E-9,10.00E-3
17.30E6,-89.47,336.1E-9,10.00E-3
17.34E6,-89.49,335.3E-9,10.00E-3
17.38E6,-89.51,334.5E-9,10.00E-3
17.42E6,-89.53,333.8E-9,10.00E-3
17.46E6,-89.55,333.0E-9,10.00E-3
17.50E6,-89.57,332.2E-9,10.00E-3
17.54E6,-89.59,331.5E-9,10.00E-3
17.58E6,-89.61,330.7E-9,10.00E-3
17.62E6,-89.63,330.0E-9,10.00E-3
17.66E6,-89.65,329.2E-9,10.00E-3
17.70E6,-89.67,328.5E-9,10.00E-3
17.74E6,-89.69,327.7E-9,10.00E-3
17.78E6,-89.71,326.9E-9,10.00E-3
17.82E6,-89.73,326.2E-9,10.00E-3
17.86E6,-89.75,325.4E-9,10.00E-3
17.91E6,-89.77,324.7E-9,10.00E-3
17.95E6,-89.79,324.0E-9,10.00E-3
17.99E6,-89.81,323.2E-9,10.00E-3
18.03E6,-89.83,322.5E-9,10.00E-3
18.07E6,-89.85,321.7E-9,10.00E-3
18.11E6,-89.87,321.0E-9,10.00E-3
18.16E6,-89.89,320.3E-9,10.00E-3
18.20E6,-89.91,319.5E-9,10.00E-3
18.24E6,-89.93,318.8E-9,10.00E-3
18.28E6,-89.95,318.1E-9,10.00E-3
18.32E6,-89.97,317.3E-9,10.00E-3
18.37E6,-89.99,316.6E-9,10.00E-3
18.41E6,-90.01,315.9E-9,10.00E-3
18.45E6,-90.03,315.1E-9,10.00E-3
18.49E6,-90.05,314.4E-9,10.00E-3
18.54E6,-90.07,313.7E-9,10.00E-3
18.58E6,-90.09,313.0E-9,10.00E-3
18.62E6,-90.11,312.3E-9,10.00E-3
18.66E6,-90.13,311.5E-9,10.00E-3
18.71E6,-90.15,310.8E-9,10.00E-3
18.75E6,-90.17,310.1E-9,10.00E-3
18.79E6,-90.19,309.4E-9,10.00E-3
18.84E6,-90.21,308.7E-9,10.00E-3
18.88E6,-90.23,308.0E-9,10.00E-3
18.92E6,-90.25,307.3E-9,10.00E-3
18.97E6,-90.27,306.6E-9,10.00E-3
19.01E6,-90.29,305.9E-9,10.00E-3
19.05E6,-90.31,305.2E-9,10.00E-3
19.10E6,-90.33,304.5E-9,10.00E-3
19.14E6,-90.35,303.8E-9,10.00E-3
19.19E6,-90.37,303.1E-9,10.00E-3
19.23E6,-90.39,302.4E-9,10.00E-3
19.28E6,-90.41,301.7E-9,10.00E-3
19.32E6,-90.43,301.0E-9,10.00E-3
19.36E6,-90.45,300.3E-9,10.00E-3
19.41E6,-90.47,299.6E-9,10.00E-3
19.45E6,-90.49,298.9E-9,10.00E-3
19.50E6,-90.51,298.2E-9,10.00E-3
19.54E6,-90.53,297.6E-9,10.00E-3
19.59E6,-90.55,296.9E-9,10.00E-3
19.63E6,-90.57,296.2E-9,10.00E-3
19.68E6,-90.59,295.5E-9,10.00E-3
19.72E6,-90.61,294.8E-9,10.00E-3
19.77E6,-90.63,294.2E-9,10.00E-3
19.82E6,-90.65,293.5E-9,10.00E-3
19.86E6,-90.67,292.8E-9,10.00E-3
19.91E6,-90.69,292.1E-9,10.00E-3
19.95E6,-90.71,291.5E-9,10.00E-3
20.00E6,-90.73,290.8E-9,10.00E-3
20.04E6,-90.75,290.1E-9,10.00E-3
20.09E6,-90.77,289.5E-9,10.00E-3
20.14E6,-90.79,288.8E-9,10.00E-3
20.18E6,-90.81,288.1E-9,10.00E-3
20.23E6,-90.83,287.5E-9,10.00E-3
20.28E6,-90.85,286.8E-9,10.00E-3
20.32E6,-90.87,286.2E-9,10.00E-3
20.37E6,-90.89,285.5E-9,10.00E-3
20.42E6,-90.91,284.8E-9,10.00E-3
20.46E6,-90.93,284.2E-9,10.00E-3
20.51E6,-90.95,283.5E-9,10.00E-3
20.56E6,-90.97,282.9E-9,10.00E-3
20.61E6,-90.99,282.2E-9,10.00E-3
20.65E6,-91.01,281.6E-9,10.00E-3
20.70E6,-91.03,280.9E-9,10.00E-3
20.75E6,-91.05,280.3E-9,10.00E-3
20.80E6,-91.07,279.7E-9,10.00E-3
20.84E6,-91.09,279.0E-9,10.00E-3
20.89E6,-91.11,278.4E-9,10.00E-3
20.94E6,-91.13,277.7E-9,10.00E-3
20.99E6,-91.15,277.1E-9,10.00E-3
21.04E6,-91.17,276.5E-9,10.00E-3
21.09E6,-91.19,275.8E-9,10.00E-3
21.13E6,-91.21,275.2E-9,10.00E-3
21.18E6,-91.23,274.6E-9,10.00E-3
21.23E6,-91.25,273.9E-9,10.00E-3
21.28E6,-91.27,273.3E-9,10.00E-3
21.33E6,-91.29,272.7E-9,10.00E-3
21.38E6,-91.31,272.1E-9,10.00E-3
21.43E6,-91.33,271.4E-9,10.00E-3
21.48E6,-91.35,270.8E-9,10.00E-3
21.53E6,-91.37,270.2E-9,10.00E-3
21.58E6,-91.39,269.6E-9,10.00E-3
21.63E6,-91.41,269.0E-9,10.00E-3
21.68E6,-91.43,268.3E-9,10.00E-3
21.73E6,-91.45,267.7E-9,10.00E-3
21.78E6,-91.47,267.1E-9,10.00E-3
21.83E6,-91.49,266.5E-9,10.00E-3
21.88E6,-91.51,265.9E-9,10.00E-3
21.93E6,-91.53,265.3E-9,10.00E-3
21.98E6,-91.55,264.7E-9,10.00E-3
22.03E6,-91.57,264.1E-9,10.00E-3
22.08E6,-91.59,263.4E-9,10.00E-3
22.13E6,-91.61,262.8E-9,10.00E-3
22.18E6,-91.63,262.2E-9,10.00E-3
22.23E6,-91.65,261.6E-9,10.00E-3
22.28E6,-91.67,261.0E-9,10.00E-3
22.34E6,-91.69,260.4E-9,10.00E-3
22.39E6,-91.71,259.8E-9,10.00E-3
22.44E6,-91.73,259.3E-9,10.00E-3
22.49E6,-91.75,258.7E-9,10.00E-3
22.54E6,-91.77,258.1E-9,10.00E-3
22.59E6,-91.79,257.5E-9,10.00E-3
22.65E6,-91.81,256.9E-9,10.00E-3
22.70E6,-91.83,256.3E-9,10.00E-3
22.75E6,-91.85,255.7E-9,10.00E-3
22.80E6,-91.87,255.1E-9,10.00E-3
22.86E6,-91.89,254.5E-9,10.00E-3
22.91E6,-91.91,253.9E-9,10.00E-3
22.96E6,-91.92,253.4E-9,10.00E-3
23.01E6,-91.94,252.8E-9,10.00E-3
23.07E6,-91.96,252.2E-9,10.00E-3
23.12E6,-91.98,251.6E-9,10.00E-3
23.17E6,-92.00,251.1E-9,10.00E-3
23.23E6,-92.02,250.5E-9,10.00E-3
23.28E6,-92.04,249.9E-9,10.00E-3
23.33E6,-92.06,249.3E-9,10.00E-3
23.39E6,-92.08,248.8E-9,10.00E-3
23.44E6,-92.10,248.2E-9,10.00E-3
23.50E6,-92.12,247.6E-9,10.00E-3
23.55E6,-92.14,247.1E-9,10.00E-3
23.60E6,-92.16,246.5E-9,10.00E-3
23.66E6,-92.18,245.9E-9,10.00E-3
23.71E6,-92.20,245.4E-9,10.00E-3
23.77E6,-92.22,244.8E-9,10.00E-3
23.82E6,-92.24,244.2E-9,10.00E-3
23.88E6,-92.26,243.7E-9,10.00E-3
23.93E6,-92.28,243.1E-9,10.00E-3
23.99E6,-92.30,242.6E-9,10.00E-3
24.04E6,-92.32,242.0E-9,10.00E-3
24.10E6,-92.34,241.4E-9,10.00E-3
24.15E6,-92.36,240.9E-9,10.00E-3
24.21E6,-92.38,240.3E-9,10.00E-3
24.27E6,-92.40,239.8E-9,10.00E-3
24.32E6,-92.42,239.2E-9,10.00E-3
24.38E6,-92.44,238.7E-9,10.00E-3
24.43E6,-92.46,238.1E-9,10.00E-3
24.49E6,-92.48,237.6E-9,10.00E-3
24.55E6,-92.50,237.1E-9,10.00E-3
24.60E6,-92.52,236.5E-9,10.00E-3
24.66E6,-92.54,236.0E-9,10.00E-3
24.72E6,-92.56,235.4E-9,10.00E-3
24.77E6,-92.58,234.9E-9,10.00E-3
24.83E6,-92.60,234.4E-9,10.00E-3
24.89E6,-92.62,233.8E-9,10.00E-3
24.95E6,-92.64,233.3E-9,10.00E-3
25.00E6,-92.66,232.7E-9,10.00E-3
25.06E6,-92.68,232.2E-9,10.00E-3
25.12E6,-92.70,231.7E-9,10.00E-3
25.18E6,-92.72,231.1E-9,10.00E-3
25.23E6,-92.74,230.6E-9,10.00E-3
25.29E6,-92.76,230.1E-9,10.00E-3
25.35E6,-92.78,229.6E-9,10.00E-3
25.41E6,-92.80,229.0E-9,10.00E-3
25.47E6,-92.82,228.5E-9,10.00E-3
25.53E6,-92.84,228.0E-9,10.00E-3
25.59E6,-92.86,227.5E-9,10.00E-3
25.64E6,-92.88,226.9E-9,10.00E-3
25.70E6,-92.90,226.4E-9,10.00E-3
25.76E6,-92.92,225.9E-9,10.00E-3
25.82E6,-92.94,225.4E-9,10.00E-3
25.88E6,-92.96,224.9E-9,10.00E-3
25.94E6,-92.98,224.4E-9,10.00E-3
26.00E6,-93.00,223.8E-9,10.00E-3
26.06E6,-93.02,223.3E-9,10.00E-3
26.12E6,-93.04,222.8E-9,10.00E-3
26.18E6,-93.06,222.3E-9,10.00E-3
26.24E6,-93.08,221.8E-9,10.00E-3
26.30E6,-93.10,221.3E-9,10.00E-3
26.36E6,-93.12,220.8E-9,10.00E-3
26.42E6,-93.14,220.3E-9,10.00E-3
26.49E6,-93.16,219.8E-9,10.00E-3
26.55E6,-93.18,219.3E-9,10.00E-3
26.61E6,-93.20,218.8E-9,10.00E-3
26.67E6,-93.22,218.3E-9,10.00E-3
26.73E6,-93.24,217.8E-9,10.00E-3
26.79E6,-93.26,217.3E-9,10.00E-3
26.85E6,-93.28,216.8E-9,10.00E-3
26.92E6,-93.30,216.3E-9,10.00E-3
26.98E6,-93.32,215.8E-9,10.00E-3
27.04E6,-93.34,215.3E-9,10.00E-3
27.10E6,-93.36,214.8E-9,10.00E-3
27.16E6,-93.38,214.3E-9,10.00E-3
27.23E6,-93.40,213.8E-9,10.00E-3
27.29E6,-93.42,213.3E-9,10.00E-3
27.35E6,-93.44,212.8E-9,10.00E-3
27.42E6,-93.46,212.3E-9,10.00E-3
27.48E6,-93.48,211.9E-9,10.00E-3
27.54E6,-93.50,211.4E-9,10.00E-3
27.61E6,-93.52,210.9E-9,10.00E-3
27.67E6,-93.54,210.4E-9,10.00E-3
27.73E6,-93.56,209.9E-9,10.00E-3
27.80E6,-93.58,209.4E-9,10.00E-3
27.86E6,-93.60,209.0E-9,10.00E-3
27.93E6,-93.62,208.5E-9,10.00E-3
27.99E6,-93.64,208.0E-9,10.00E-3
28.05E6,-93.66,207.5E-9,10.00E-3
28.12E6,-93.68,207.1E-9,10.00E-3
28.18E6,-93.70,206.6E-9,10.00E-3
28.25E6,-93.72,206.1E-9,10.00E-3
28.31E6,-93.74,205.6E-9,10.00E-3
28.38E6,-93.76,205.2E-9,10.00E-3
28.44E6,-93.78,204.7E-9,10.00E-3
28.51E6,-93.80,204.2E-9,10.00E-3
28.58E6,-93.82,203.8E-9,10.00E-3
28.64E6,-93.84,203.3E-9,10.00E-3
28.71E6,-93.86,202.8E-9,10.00E-3
28.77E6,-93.88,202.4E-9,10.00E-3
28.84E6,-93.90,201.9E-9,10.00E-3
28.91E6,-93.92,201.4E-9,10.00E-3
28.97E6,-93.94,201.0E-9,10.00E-3
29.04E6,-93.96,200.5E-9,10.00E-3
29.11E6,-93.98,200.1E-9,10.00E-3
29.17E6,-94.00,199.6E-9,10.00E-3
29.24E6,-94.02,199.2E-9,10.00E-3
29.31E6,-94.04,198.7E-9,10.00E-3
29.38E6,-94.06,198.2E-9,10.00E-3
29.44E6,-94.08,197.8E-9,10.00E-3
29.51E6,-94.10,197.3E-9,10.00E-3
29.58E6,-94.12,196.9E-9,10.00E-3
29.65E6,-94.14,196.4E-9,10.00E-3
29.72E6,-94.16,196.0E-9,10.00E-3
29.79E6,-94.18,195.5E-9,10.00E-3
29.85E6,-94.20,195.1E-9,10.00E-3
29.92E6,-94.22,194.6E-9,10.00E-3
29.99E6,-94.24,194.2E-9,10.00E-3
30.06E6,-94.25,193.8E-9,10.00E-3
30.13E6,-94.27,193.3E-9,10.00E-3
30.20E6,-94.29,192.9E-9,10.00E-3
30.27E6,-94.31,192.4E-9,10.00E-3
30.34E6,-94.33,192.0E-9,10.00E-3
30.41E6,-94.35,191.5E-9,10.00E-3
30.48E6,-94.37,191.1E-9,10.00E-3
30.55E6,-94.39,190.7E-9,10.00E-3
30.62E6,-94.41,190.2E-9,10.00E-3
30.69E6,-94.43,189.8E-9,10.00E-3
30.76E6,-94.45,189.4E-9,10.00E-3
30.83E6,-94.47,188.9E-9,10.00E-3
30.90E6,-94.49,188.5E-9,10.00E-3
30.97E6,-94.51,188.1E-9,10.00E-3
31.05E6,-94.53,187.6E-9,10.00E-3
31.12E6,-94.55,187.2E-9,10.00E-3
31.19E6,-94.57,186.8E-9,10.00E-3
31.26E6,-94.59,186.4E-9,10.00E-3
31.33E6,-94.61,185.9E-9,10.00E-3
31.41E6,-94.63,185.5E-9,10.00E-3
31.48E6,-94.65,185.1E-9,10.00E-3
31.55E6,-94.67,184.7E-9,10.00E-3
31.62E6,-94.69,184.2E-9,10.00E-3
31.70E6,-94.71,183.8E-9,10.00E-3
31.77E6,-94.73,183.4E-9,10.00E-3
31.84E6,-94.75,183.0E-9,10.00E-3
31.92E6,-94.77,182.6E-9,10.00E-3
31.99E6,-94.79,182.1E-9,10.00E-3
32.06E6,-94.81,181.7E-9,10.00E-3
32.14E6,-94.83,181.3E-9,10.00E-3
32.21E6,-94.85,180.9E-9,10.00E-3
32.28E6,-94.87,180.5E-9,10.00E-3
32.36E6,-94.89,180.1E-9,10.00E-3
32.43E6,-94.91,179.7E-9,10.00E-3
32.51E6,-94.93,179.2E-9,10.00E-3
32.58E6,-94.95,178.8E-9,10.00E-3
32.66E6,-94.97,178.4E-9,10.00E-3
32.73E6,-94.99,178.0E-9,10.00E-3
32.81E6,-95.01,177.6E-9,10.00E-3
32.89E6,-95.03,177.2E-9,10.00E-3
32.96E6,-95.05,176.8E-9,10.00E-3
33.04E6,-95.07,176.4E-9,10.00E-3
33.11E6,-95.09,176.0E-9,10.00E-3
33.19E6,-95.11,175.6E-9,10.00E-3
33.27E6,-95.13,175.2E-9,10.00E-3
33.34E6,-95.15,174.8E-9,10.00E-3
33.42E6,-95.17,174.4E-9,10.00E-3
33.50E6,-95.19,174.0E-9,10.00E-3
33.57E6,-95.21,173.6E-9,10.00E-3
33.65E6,-95.23,173.2E-9,10.00E-3
33.73E6,-95.25,172.8E-9,10.00E-3
33.81E6,-95.27,172.4E-9,10.00E-3
33.88E6,-95.29,172.0E-9,10.00E-3
33.96E6,-95.31,171.6E-9,10.00E-3
34.04E6,-95.33,171.2E-9,10.00E-3
34.12E6,-95.35,170.8E-9,10.00E-3
34.20E6,-95.37,170.5E-9,10.00E-3
34.28E6,-95.39,170.1E-9,10.00E-3
34.36E6,-95.41,169.7E-9,10.00E-3
34.43E6,-95.43,169.3E-9,10.00E-3
34.51E6,-95.45,168.9E-9,10.00E-3
34.59E6,-95.47,168.5E-9,10.00E-3
34.67E6,-95.49,168.1E-9,10.00E-3
34.75E6,-95.51,167.7E-9,10.00E-3
34.83E6,-95.53,167.4E-9,10.00E-3
34.91E6,-95.55,167.0E-9,10.00E-3
34.99E6,-95.57,166.6E-9,10.00E-3
35.08E6,-95.59,166.2E-9,10.00E-3
35.16E6,-95.61,165.8E-9,10.00E-3
35.24E6,-95.63,165.5E-9,10.00E-3
35.32E6,-95.65,165.1E-9,10.00E-3
35.40E6,-95.67,164.7E-9,10.00E-3
35.48E6,-95.69,164.3E-9,10.00E-3
35.56E6,-95.71,164.0E-9,10.00E-3
35.65E6,-95.73,163.6E-9,10.00E-3
35.73E6,-95.75,163.2E-9,10.00E-3
35.81E6,-95.76,162.8E-9,10.00E-3
35.89E6,-95.78,162.5E-9,10.00E-3
35.97E6,-95.80,162.1E-9,10.00E-3
36.06E6,-95.82,161.7E-9,10.00E-3
36.14E6,-95.84,161.4E-9,10.00E-3
36.22E6,-95.86,161.0E-9,10.00E-3
36.31E6,-95.88,160.6E-9,10.00E-3
36.39E6,-95.90,160.3E-9,10.00E-3
36.48E6,-95.92,159.9E-9,10.00E-3
36.56E6,-95.94,159.5E-9,10.00E-3
36.64E6,-95.96,159.2E-9,10.00E-3
36.73E6,-95.98,158.8E-9,10.00E-3
36.81E6,-96.00,158.4E-9,10.00E-3
36.90E6,-96.02,158.1E-9,10.00E-3
36.98E6,-96.04,157.7E-9,10.00E-3
37.07E6,-96.06,157.4E-9,10.00E-3
37.15E6,-96.08,157.0E-9,10.00E-3
37.24E6,-96.10,156.6E-9,10.00E-3
37.33E6,-96.12,156.3E-9,10.00E-3
37.41E6,-96.14,155.9E-9,10.00E-3
37.50E6,-96.16,155.6E-9,10.00E-3
37.58E6,-96.18,155.2E-9,10.00E-3
37.67E6,-96.20,154.9E-9,10.00E-3
37.76E6,-96.22,154.5E-9,10.00E-3
37.84E6,-96.24,154.2E-9,10.00E-3
37.93E6,-96.26,153.8E-9,10.00E-3
38.02E6,-96.28,153.5E-9,10.00E-3
38.11E6,-96.30,153.1E-9,10.00E-3
38.19E6,-96.32,152.8E-9,10.00E-3
38.28E6,-96.34,152.4E-9,10.00E-3
38.37E6,-96.36,152.1E-9,10.00E-3
38.46E6,-96.38,151.7E-9,10.00E-3
38.55E6,-96.40,151.4E-9,10.00E-3
38.64E6,-96.42,151.0E-9,10.00E-3
38.73E6,-96.44,150.7E-9,10.00E-3
38.82E6,-96.46,150.3E-9,10.00E-3
38.90E6,-96.48,150.0E-9,10.00E-3
38.99E6,-96.50,149.6E-9,10.00E-3
39.08E6,-96.52,149.3E-9,10.00E-3
39.17E6,-96.54,149.0E-9,10.00E-3
39.26E6,-96.56,148.6E-9,10.00E-3
39.36E6,-96.58,148.3E-9,10.00E-3
39.45E6,-96.60,148.0E-9,10.00E-3
39.54E6,-96.62,147.6E-9,10.00E-3
39.63E6,-96.64,147.3E-9,10.00E-3
39.72E6,-96.66,146.9E-9,10.00E-3
39.81E6,-96.68,146.6E-9,10.00E-3
39.90E6,-96.70,146.3E-9,10.00E-3
39.99E6,-96.72,145.9E-9,10.00E-3
40.09E6,-96.74,145.6E-9,10.00E-3
40.18E6,-96.76,145.3E-9,10.00E-3
40.27E6,-96.78,144.9E-9,10.00E-3
40.36E6,-96.80,144.6E-9,10.00E-3
40.46E6,-96.82,144.3E-9,10.00E-3
40.55E6,-96.84,144.0E-9,10.00E-3
40.64E6,-96.86,143.6E-9,10.00E-3
40.74E6,-96.87,143.3E-9,10.00E-3
40.83E6,-96.89,143.0E-9,10.00E-3
40.93E6,-96.91,142.7E-9,10.00E-3
41.02E6,-96.93,142.3E-9,10.00E-3
41.11E6,-96.95,142.0E-9,10.00E-3
41.21E6,-96.97,141.7E-9,10.00E-3
41.30E6,-96.99,141.4E-9,10.00E-3
41.40E6,-97.01,141.0E-9,10.00E-3
41.50E6,-97.03,140.7E-9,10.00E-3
41.59E6,-97.05,140.4E-9,10.00E-3
41.69E6,-97.07,140.1E-9,10.00E-3
41.78E6,-97.09,139.8E-9,10.00E-3
41.88E6,-97.11,139.4E-9,10.00E-3
41.98E6,-97.13,139.1E-9,10.00E-3
42.07E6,-97.15,138.8E-9,10.00E-3
42.17E6,-97.17,138.5E-9,10.00E-3
42.27E6,-97.19,138.2E-9,10.00E-3
42.36E6,-97.21,137.9E-9,10.00E-3
42.46E6,-97.23,137.5E-9,10.00E-3
42.56E6,-97.25,137.2E-9,10.00E-3
42.66E6,-97.27,136.9E-9,10.00E-3
42.76E6,-97.29,136.6E-9,10.00E-3
42.85E6,-97.31,136.3E-9,10.00E-3
42.95E6,-97.33,136.0E-9,10.00E-3
43.05E6,-97.35,135.7E-9,10.00E-3
43.15E6,-97.37,135.4E-9,10.00E-3
43.25E6,-97.39,135.1E-9,10.00E-3
43.35E6,-97.41,134.8E-9,10.00E-3
43.45E6,-97.43,134.5E-9,10.00E-3
43.55E6,-97.45,134.1E-9,10.00E-3
43.65E6,-97.47,133.8E-9,10.00E-3
43.75E6,-97.49,133.5E-9,10.00E-3
43.85E6,-97.51,133.2E-9,10.00E-3
43.95E6,-97.53,132.9E-9,10.00E-3
44.06E6,-97.55,132.6E-9,10.00E-3
44.16E6,-97.57,132.3E-9,10.00E-3
44.26E6,-97.59,132.0E-9,10.00E-3
44.36E6,-97.61,131.7E-9,10.00E-3
44.46E6,-97.63,131.4E-9,10.00E-3
44.57E6,-97.65,131.1E-9,10.00E-3
44.67E6,-97.67,130.8E-9,10.00E-3
44.77E6,-97.69,130.5E-9,10.00E-3
44.87E6,-97.71,130.2E-9,10.00E-3
