freq (Hz),"dB20((VF(""/Vout"") / VF(""/Vline""))) (dB)",Vline (V),Vout (V)
2.70E+07,-80.09,1.00E-02,9.89E-07
2.70E+07,-80.11,1.00E-02,9.87E-07
2.71E+07,-80.13,1.00E-02,9.85E-07
2.72E+07,-80.15,1.00E-02,9.82E-07
2.72E+07,-80.18,1.00E-02,9.80E-07
2.73E+07,-80.2,1.00E-02,9.78E-07
2.74E+07,-80.22,1.00E-02,9.76E-07
2.74E+07,-80.24,1.00E-02,9.73E-07
2.75E+07,-80.26,1.00E-02,9.71E-07
2.75E+07,-80.28,1.00E-02,9.69E-07
2.76E+07,-80.3,1.00E-02,9.67E-07
2.77E+07,-80.32,1.00E-02,9.64E-07
2.77E+07,-80.34,1.00E-02,9.62E-07
2.78E+07,-80.36,1.00E-02,9.60E-07
2.79E+07,-80.38,1.00E-02,9.58E-07
2.79E+07,-80.4,1.00E-02,9.55E-07
2.80E+07,-80.42,1.00E-02,9.53E-07
2.81E+07,-80.44,1.00E-02,9.51E-07
2.81E+07,-80.46,1.00E-02,9.49E-07
2.82E+07,-80.48,1.00E-02,9.47E-07
2.83E+07,-80.5,1.00E-02,9.44E-07
2.83E+07,-80.52,1.00E-02,9.42E-07
2.84E+07,-80.54,1.00E-02,9.40E-07
2.84E+07,-80.56,1.00E-02,9.38E-07
2.85E+07,-80.58,1.00E-02,9.36E-07
2.86E+07,-80.6,1.00E-02,9.34E-07
2.86E+07,-80.62,1.00E-02,9.31E-07
2.87E+07,-80.64,1.00E-02,9.29E-07
2.88E+07,-80.66,1.00E-02,9.27E-07
2.88E+07,-80.68,1.00E-02,9.25E-07
2.89E+07,-80.7,1.00E-02,9.23E-07
2.90E+07,-80.72,1.00E-02,9.21E-07
2.90E+07,-80.74,1.00E-02,9.19E-07
2.91E+07,-80.76,1.00E-02,9.16E-07
2.92E+07,-80.78,1.00E-02,9.14E-07
2.92E+07,-80.8,1.00E-02,9.12E-07
2.93E+07,-80.82,1.00E-02,9.10E-07
2.94E+07,-80.84,1.00E-02,9.08E-07
2.94E+07,-80.86,1.00E-02,9.06E-07
2.95E+07,-80.88,1.00E-02,9.04E-07
2.96E+07,-80.9,1.00E-02,9.02E-07
2.97E+07,-80.92,1.00E-02,9.00E-07
2.97E+07,-80.94,1.00E-02,8.98E-07
2.98E+07,-80.96,1.00E-02,8.95E-07
2.99E+07,-80.98,1.00E-02,8.93E-07
2.99E+07,-81,1.00E-02,8.91E-07
3.00E+07,-81.02,1.00E-02,8.89E-07
3.01E+07,-81.04,1.00E-02,8.87E-07
3.01E+07,-81.06,1.00E-02,8.85E-07
3.02E+07,-81.08,1.00E-02,8.83E-07
3.03E+07,-81.1,1.00E-02,8.81E-07
3.03E+07,-81.12,1.00E-02,8.79E-07
3.04E+07,-81.14,1.00E-02,8.77E-07
3.05E+07,-81.16,1.00E-02,8.75E-07
3.06E+07,-81.18,1.00E-02,8.73E-07
3.06E+07,-81.2,1.00E-02,8.71E-07
3.07E+07,-81.22,1.00E-02,8.69E-07
3.08E+07,-81.24,1.00E-02,8.67E-07
3.08E+07,-81.26,1.00E-02,8.65E-07
3.09E+07,-81.28,1.00E-02,8.63E-07
3.10E+07,-81.3,1.00E-02,8.61E-07
3.11E+07,-81.32,1.00E-02,8.59E-07
3.11E+07,-81.34,1.00E-02,8.57E-07
3.12E+07,-81.36,1.00E-02,8.55E-07
3.13E+07,-81.38,1.00E-02,8.53E-07
3.13E+07,-81.4,1.00E-02,8.51E-07
3.14E+07,-81.42,1.00E-02,8.49E-07
3.15E+07,-81.44,1.00E-02,8.47E-07
3.16E+07,-81.46,1.00E-02,8.45E-07
3.16E+07,-81.48,1.00E-02,8.43E-07
3.17E+07,-81.5,1.00E-02,8.41E-07
3.18E+07,-81.52,1.00E-02,8.39E-07
3.18E+07,-81.54,1.00E-02,8.37E-07
3.19E+07,-81.56,1.00E-02,8.35E-07
3.20E+07,-81.58,1.00E-02,8.33E-07
3.21E+07,-81.6,1.00E-02,8.32E-07
3.21E+07,-81.62,1.00E-02,8.30E-07
3.22E+07,-81.64,1.00E-02,8.28E-07
3.23E+07,-81.66,1.00E-02,8.26E-07
3.24E+07,-81.68,1.00E-02,8.24E-07
3.24E+07,-81.7,1.00E-02,8.22E-07
3.25E+07,-81.72,1.00E-02,8.20E-07
3.26E+07,-81.74,1.00E-02,8.18E-07
3.27E+07,-81.76,1.00E-02,8.16E-07
3.27E+07,-81.78,1.00E-02,8.14E-07
3.28E+07,-81.8,1.00E-02,8.13E-07
3.29E+07,-81.82,1.00E-02,8.11E-07
3.30E+07,-81.84,1.00E-02,8.09E-07
3.30E+07,-81.86,1.00E-02,8.07E-07
3.31E+07,-81.88,1.00E-02,8.05E-07
3.32E+07,-81.9,1.00E-02,8.03E-07
3.33E+07,-81.92,1.00E-02,8.01E-07
3.33E+07,-81.94,1.00E-02,7.99E-07
3.34E+07,-81.96,1.00E-02,7.98E-07
3.35E+07,-81.98,1.00E-02,7.96E-07
3.36E+07,-82,1.00E-02,7.94E-07
3.37E+07,-82.02,1.00E-02,7.92E-07
3.37E+07,-82.04,1.00E-02,7.90E-07
3.38E+07,-82.06,1.00E-02,7.88E-07
3.39E+07,-82.09,1.00E-02,7.87E-07
3.40E+07,-82.11,1.00E-02,7.85E-07
3.40E+07,-82.13,1.00E-02,7.83E-07
3.41E+07,-82.15,1.00E-02,7.81E-07
3.42E+07,-82.17,1.00E-02,7.79E-07
3.43E+07,-82.19,1.00E-02,7.78E-07
3.44E+07,-82.21,1.00E-02,7.76E-07
3.44E+07,-82.23,1.00E-02,7.74E-07
3.45E+07,-82.25,1.00E-02,7.72E-07
3.46E+07,-82.27,1.00E-02,7.70E-07
3.47E+07,-82.29,1.00E-02,7.69E-07
3.48E+07,-82.31,1.00E-02,7.67E-07
3.48E+07,-82.33,1.00E-02,7.65E-07
3.49E+07,-82.35,1.00E-02,7.63E-07
3.50E+07,-82.37,1.00E-02,7.62E-07
3.51E+07,-82.39,1.00E-02,7.60E-07
3.52E+07,-82.41,1.00E-02,7.58E-07
3.52E+07,-82.43,1.00E-02,7.56E-07
3.53E+07,-82.45,1.00E-02,7.55E-07
3.54E+07,-82.47,1.00E-02,7.53E-07
3.55E+07,-82.49,1.00E-02,7.51E-07
3.56E+07,-82.51,1.00E-02,7.49E-07
3.57E+07,-82.53,1.00E-02,7.48E-07
3.57E+07,-82.55,1.00E-02,7.46E-07
3.58E+07,-82.57,1.00E-02,7.44E-07
3.59E+07,-82.59,1.00E-02,7.42E-07
3.60E+07,-82.61,1.00E-02,7.41E-07
3.61E+07,-82.63,1.00E-02,7.39E-07
3.61E+07,-82.65,1.00E-02,7.37E-07
3.62E+07,-82.67,1.00E-02,7.36E-07
3.63E+07,-82.69,1.00E-02,7.34E-07
3.64E+07,-82.71,1.00E-02,7.32E-07
3.65E+07,-82.73,1.00E-02,7.31E-07
3.66E+07,-82.75,1.00E-02,7.29E-07
3.66E+07,-82.77,1.00E-02,7.27E-07
3.67E+07,-82.79,1.00E-02,7.26E-07
3.68E+07,-82.81,1.00E-02,7.24E-07
3.69E+07,-82.83,1.00E-02,7.22E-07
3.70E+07,-82.85,1.00E-02,7.21E-07
3.71E+07,-82.87,1.00E-02,7.19E-07
3.72E+07,-82.89,1.00E-02,7.17E-07
3.72E+07,-82.91,1.00E-02,7.16E-07
3.73E+07,-82.93,1.00E-02,7.14E-07
3.74E+07,-82.95,1.00E-02,7.12E-07
3.75E+07,-82.97,1.00E-02,7.11E-07
3.76E+07,-82.99,1.00E-02,7.09E-07
3.77E+07,-83.01,1.00E-02,7.07E-07
3.78E+07,-83.03,1.00E-02,7.06E-07
3.78E+07,-83.05,1.00E-02,7.04E-07
3.79E+07,-83.07,1.00E-02,7.02E-07
3.80E+07,-83.09,1.00E-02,7.01E-07
3.81E+07,-83.11,1.00E-02,6.99E-07
3.82E+07,-83.13,1.00E-02,6.98E-07
3.83E+07,-83.15,1.00E-02,6.96E-07
3.84E+07,-83.17,1.00E-02,6.94E-07
3.85E+07,-83.19,1.00E-02,6.93E-07
3.86E+07,-83.21,1.00E-02,6.91E-07
3.86E+07,-83.23,1.00E-02,6.90E-07
3.87E+07,-83.25,1.00E-02,6.88E-07
3.88E+07,-83.27,1.00E-02,6.86E-07
3.89E+07,-83.29,1.00E-02,6.85E-07
3.90E+07,-83.31,1.00E-02,6.83E-07
3.91E+07,-83.33,1.00E-02,6.82E-07
3.92E+07,-83.35,1.00E-02,6.80E-07
3.93E+07,-83.37,1.00E-02,6.79E-07
3.94E+07,-83.39,1.00E-02,6.77E-07
3.95E+07,-83.41,1.00E-02,6.75E-07
3.95E+07,-83.43,1.00E-02,6.74E-07
3.96E+07,-83.45,1.00E-02,6.72E-07
3.97E+07,-83.47,1.00E-02,6.71E-07
3.98E+07,-83.49,1.00E-02,6.69E-07
3.99E+07,-83.51,1.00E-02,6.68E-07
4.00E+07,-83.53,1.00E-02,6.66E-07
4.01E+07,-83.55,1.00E-02,6.65E-07
4.02E+07,-83.57,1.00E-02,6.63E-07
4.03E+07,-83.59,1.00E-02,6.61E-07
4.04E+07,-83.61,1.00E-02,6.60E-07
4.05E+07,-83.63,1.00E-02,6.58E-07
4.06E+07,-83.65,1.00E-02,6.57E-07
4.06E+07,-83.67,1.00E-02,6.55E-07
4.07E+07,-83.69,1.00E-02,6.54E-07
4.08E+07,-83.71,1.00E-02,6.52E-07
4.09E+07,-83.73,1.00E-02,6.51E-07
4.10E+07,-83.75,1.00E-02,6.49E-07
4.11E+07,-83.77,1.00E-02,6.48E-07
4.12E+07,-83.79,1.00E-02,6.46E-07
4.13E+07,-83.81,1.00E-02,6.45E-07
4.14E+07,-83.83,1.00E-02,6.43E-07
4.15E+07,-83.85,1.00E-02,6.42E-07
4.16E+07,-83.87,1.00E-02,6.40E-07
4.17E+07,-83.89,1.00E-02,6.39E-07
4.18E+07,-83.91,1.00E-02,6.37E-07
4.19E+07,-83.93,1.00E-02,6.36E-07
4.20E+07,-83.95,1.00E-02,6.35E-07
4.21E+07,-83.97,1.00E-02,6.33E-07
4.22E+07,-83.99,1.00E-02,6.32E-07
4.23E+07,-84.01,1.00E-02,6.30E-07
4.24E+07,-84.03,1.00E-02,6.29E-07
4.25E+07,-84.05,1.00E-02,6.27E-07
4.26E+07,-84.07,1.00E-02,6.26E-07
4.27E+07,-84.09,1.00E-02,6.24E-07
4.28E+07,-84.11,1.00E-02,6.23E-07
4.29E+07,-84.13,1.00E-02,6.22E-07
4.30E+07,-84.15,1.00E-02,6.20E-07
4.31E+07,-84.17,1.00E-02,6.19E-07
4.32E+07,-84.19,1.00E-02,6.17E-07
4.33E+07,-84.21,1.00E-02,6.16E-07
4.34E+07,-84.23,1.00E-02,6.14E-07
4.35E+07,-84.25,1.00E-02,6.13E-07
4.36E+07,-84.27,1.00E-02,6.12E-07
4.37E+07,-84.29,1.00E-02,6.10E-07
4.38E+07,-84.31,1.00E-02,6.09E-07
4.39E+07,-84.33,1.00E-02,6.07E-07
4.40E+07,-84.35,1.00E-02,6.06E-07
4.41E+07,-84.37,1.00E-02,6.05E-07
4.42E+07,-84.39,1.00E-02,6.03E-07
4.43E+07,-84.41,1.00E-02,6.02E-07
4.44E+07,-84.43,1.00E-02,6.00E-07
4.45E+07,-84.45,1.00E-02,5.99E-07
4.46E+07,-84.47,1.00E-02,5.98E-07
4.47E+07,-84.49,1.00E-02,5.96E-07
4.48E+07,-84.51,1.00E-02,5.95E-07
4.49E+07,-84.53,1.00E-02,5.93E-07
4.50E+07,-84.55,1.00E-02,5.92E-07
4.51E+07,-84.57,1.00E-02,5.91E-07
4.52E+07,-84.59,1.00E-02,5.89E-07
4.53E+07,-84.61,1.00E-02,5.88E-07
4.54E+07,-84.63,1.00E-02,5.87E-07
4.55E+07,-84.65,1.00E-02,5.85E-07
4.56E+07,-84.67,1.00E-02,5.84E-07
4.57E+07,-84.69,1.00E-02,5.83E-07
4.58E+07,-84.71,1.00E-02,5.81E-07
4.59E+07,-84.73,1.00E-02,5.80E-07
4.60E+07,-84.75,1.00E-02,5.79E-07
4.61E+07,-84.77,1.00E-02,5.77E-07
4.62E+07,-84.79,1.00E-02,5.76E-07
4.63E+07,-84.81,1.00E-02,5.75E-07
4.65E+07,-84.83,1.00E-02,5.73E-07
4.66E+07,-84.85,1.00E-02,5.72E-07
4.67E+07,-84.87,1.00E-02,5.71E-07
4.68E+07,-84.89,1.00E-02,5.69E-07
4.69E+07,-84.91,1.00E-02,5.68E-07
4.70E+07,-84.93,1.00E-02,5.67E-07
4.71E+07,-84.95,1.00E-02,5.65E-07
4.72E+07,-84.97,1.00E-02,5.64E-07
4.73E+07,-84.99,1.00E-02,5.63E-07
4.74E+07,-85.01,1.00E-02,5.62E-07
4.75E+07,-85.03,1.00E-02,5.60E-07
4.76E+07,-85.05,1.00E-02,5.59E-07
4.78E+07,-85.07,1.00E-02,5.58E-07
4.79E+07,-85.09,1.00E-02,5.56E-07
4.80E+07,-85.11,1.00E-02,5.55E-07
4.81E+07,-85.13,1.00E-02,5.54E-07
4.82E+07,-85.15,1.00E-02,5.53E-07
4.83E+07,-85.17,1.00E-02,5.51E-07
4.84E+07,-85.19,1.00E-02,5.50E-07
4.85E+07,-85.21,1.00E-02,5.49E-07
4.86E+07,-85.23,1.00E-02,5.47E-07
4.88E+07,-85.25,1.00E-02,5.46E-07
4.89E+07,-85.27,1.00E-02,5.45E-07
4.90E+07,-85.29,1.00E-02,5.44E-07
4.91E+07,-85.31,1.00E-02,5.42E-07
4.92E+07,-85.33,1.00E-02,5.41E-07
4.93E+07,-85.35,1.00E-02,5.40E-07
4.94E+07,-85.37,1.00E-02,5.39E-07
4.96E+07,-85.39,1.00E-02,5.37E-07
4.97E+07,-85.41,1.00E-02,5.36E-07
4.98E+07,-85.43,1.00E-02,5.35E-07
4.99E+07,-85.45,1.00E-02,5.34E-07
5.00E+07,-85.47,1.00E-02,5.32E-07
5.01E+07,-85.49,1.00E-02,5.31E-07
5.02E+07,-85.51,1.00E-02,5.30E-07
5.04E+07,-85.53,1.00E-02,5.29E-07
5.05E+07,-85.55,1.00E-02,5.28E-07
5.06E+07,-85.57,1.00E-02,5.26E-07
5.07E+07,-85.59,1.00E-02,5.25E-07
5.08E+07,-85.61,1.00E-02,5.24E-07
5.09E+07,-85.63,1.00E-02,5.23E-07
5.11E+07,-85.65,1.00E-02,5.22E-07
5.12E+07,-85.67,1.00E-02,5.20E-07
5.13E+07,-85.69,1.00E-02,5.19E-07
5.14E+07,-85.71,1.00E-02,5.18E-07
5.15E+07,-85.73,1.00E-02,5.17E-07
5.16E+07,-85.75,1.00E-02,5.16E-07
5.18E+07,-85.77,1.00E-02,5.14E-07
5.19E+07,-85.8,1.00E-02,5.13E-07
5.20E+07,-85.82,1.00E-02,5.12E-07
5.21E+07,-85.84,1.00E-02,5.11E-07
5.22E+07,-85.86,1.00E-02,5.10E-07
5.24E+07,-85.88,1.00E-02,5.08E-07
5.25E+07,-85.9,1.00E-02,5.07E-07
5.26E+07,-85.92,1.00E-02,5.06E-07
5.27E+07,-85.94,1.00E-02,5.05E-07
5.28E+07,-85.96,1.00E-02,5.04E-07
5.30E+07,-85.98,1.00E-02,5.03E-07
5.31E+07,-86,1.00E-02,5.02E-07
5.32E+07,-86.02,1.00E-02,5.00E-07
5.33E+07,-86.04,1.00E-02,4.99E-07
5.35E+07,-86.06,1.00E-02,4.98E-07
5.36E+07,-86.08,1.00E-02,4.97E-07
5.37E+07,-86.1,1.00E-02,4.96E-07
5.38E+07,-86.12,1.00E-02,4.95E-07
5.40E+07,-86.14,1.00E-02,4.93E-07
5.41E+07,-86.16,1.00E-02,4.92E-07
5.42E+07,-86.18,1.00E-02,4.91E-07
5.43E+07,-86.2,1.00E-02,4.90E-07
5.45E+07,-86.22,1.00E-02,4.89E-07
5.46E+07,-86.24,1.00E-02,4.88E-07
5.47E+07,-86.26,1.00E-02,4.87E-07
5.48E+07,-86.28,1.00E-02,4.86E-07
5.50E+07,-86.3,1.00E-02,4.84E-07
5.51E+07,-86.32,1.00E-02,4.83E-07
5.52E+07,-86.34,1.00E-02,4.82E-07
5.53E+07,-86.36,1.00E-02,4.81E-07
5.55E+07,-86.38,1.00E-02,4.80E-07
5.56E+07,-86.4,1.00E-02,4.79E-07
5.57E+07,-86.42,1.00E-02,4.78E-07
5.59E+07,-86.44,1.00E-02,4.77E-07
5.60E+07,-86.46,1.00E-02,4.76E-07
5.61E+07,-86.48,1.00E-02,4.75E-07
5.62E+07,-86.5,1.00E-02,4.73E-07
5.64E+07,-86.52,1.00E-02,4.72E-07
5.65E+07,-86.54,1.00E-02,4.71E-07
5.66E+07,-86.56,1.00E-02,4.70E-07
5.68E+07,-86.58,1.00E-02,4.69E-07
5.69E+07,-86.6,1.00E-02,4.68E-07
5.70E+07,-86.62,1.00E-02,4.67E-07
5.72E+07,-86.64,1.00E-02,4.66E-07
5.73E+07,-86.66,1.00E-02,4.65E-07
5.74E+07,-86.68,1.00E-02,4.64E-07
5.75E+07,-86.7,1.00E-02,4.63E-07
5.77E+07,-86.72,1.00E-02,4.62E-07
5.78E+07,-86.74,1.00E-02,4.61E-07
5.79E+07,-86.76,1.00E-02,4.59E-07
5.81E+07,-86.78,1.00E-02,4.58E-07
5.82E+07,-86.8,1.00E-02,4.57E-07
5.83E+07,-86.82,1.00E-02,4.56E-07
5.85E+07,-86.84,1.00E-02,4.55E-07
5.86E+07,-86.86,1.00E-02,4.54E-07
5.88E+07,-86.88,1.00E-02,4.53E-07
5.89E+07,-86.9,1.00E-02,4.52E-07
5.90E+07,-86.92,1.00E-02,4.51E-07
5.92E+07,-86.94,1.00E-02,4.50E-07
5.93E+07,-86.96,1.00E-02,4.49E-07
5.94E+07,-86.98,1.00E-02,4.48E-07
5.96E+07,-87,1.00E-02,4.47E-07
5.97E+07,-87.02,1.00E-02,4.46E-07
5.98E+07,-87.04,1.00E-02,4.45E-07
6.00E+07,-87.06,1.00E-02,4.44E-07
6.01E+07,-87.08,1.00E-02,4.43E-07
6.03E+07,-87.1,1.00E-02,4.42E-07
6.04E+07,-87.12,1.00E-02,4.41E-07
6.05E+07,-87.14,1.00E-02,4.40E-07
6.07E+07,-87.16,1.00E-02,4.39E-07
6.08E+07,-87.18,1.00E-02,4.38E-07
6.10E+07,-87.2,1.00E-02,4.37E-07
6.11E+07,-87.22,1.00E-02,4.36E-07
6.12E+07,-87.24,1.00E-02,4.35E-07
6.14E+07,-87.26,1.00E-02,4.34E-07
6.15E+07,-87.28,1.00E-02,4.33E-07
6.17E+07,-87.3,1.00E-02,4.32E-07
6.18E+07,-87.32,1.00E-02,4.31E-07
6.19E+07,-87.34,1.00E-02,4.30E-07
6.21E+07,-87.36,1.00E-02,4.29E-07
6.22E+07,-87.38,1.00E-02,4.28E-07
6.24E+07,-87.4,1.00E-02,4.27E-07
6.25E+07,-87.42,1.00E-02,4.26E-07
6.27E+07,-87.44,1.00E-02,4.25E-07
6.28E+07,-87.46,1.00E-02,4.24E-07
6.30E+07,-87.48,1.00E-02,4.23E-07
6.31E+07,-87.5,1.00E-02,4.22E-07
6.32E+07,-87.52,1.00E-02,4.21E-07
6.34E+07,-87.54,1.00E-02,4.20E-07
6.35E+07,-87.56,1.00E-02,4.19E-07
6.37E+07,-87.58,1.00E-02,4.18E-07
6.38E+07,-87.6,1.00E-02,4.17E-07
6.40E+07,-87.62,1.00E-02,4.16E-07
6.41E+07,-87.64,1.00E-02,4.15E-07
6.43E+07,-87.66,1.00E-02,4.14E-07
6.44E+07,-87.68,1.00E-02,4.13E-07
6.46E+07,-87.7,1.00E-02,4.12E-07
6.47E+07,-87.72,1.00E-02,4.11E-07
6.49E+07,-87.74,1.00E-02,4.10E-07
6.50E+07,-87.76,1.00E-02,4.09E-07
6.52E+07,-87.78,1.00E-02,4.08E-07
6.53E+07,-87.8,1.00E-02,4.08E-07
6.55E+07,-87.82,1.00E-02,4.07E-07
6.56E+07,-87.84,1.00E-02,4.06E-07
6.58E+07,-87.86,1.00E-02,4.05E-07
6.59E+07,-87.88,1.00E-02,4.04E-07
6.61E+07,-87.9,1.00E-02,4.03E-07
6.62E+07,-87.92,1.00E-02,4.02E-07
6.64E+07,-87.94,1.00E-02,4.01E-07
6.65E+07,-87.96,1.00E-02,4.00E-07
6.67E+07,-87.98,1.00E-02,3.99E-07
6.68E+07,-88,1.00E-02,3.98E-07
6.70E+07,-88.02,1.00E-02,3.97E-07
6.71E+07,-88.04,1.00E-02,3.96E-07
6.73E+07,-88.06,1.00E-02,3.96E-07
6.75E+07,-88.08,1.00E-02,3.95E-07
6.76E+07,-88.1,1.00E-02,3.94E-07
6.78E+07,-88.12,1.00E-02,3.93E-07
6.79E+07,-88.14,1.00E-02,3.92E-07
6.81E+07,-88.16,1.00E-02,3.91E-07
6.82E+07,-88.18,1.00E-02,3.90E-07
6.84E+07,-88.2,1.00E-02,3.89E-07
6.86E+07,-88.22,1.00E-02,3.88E-07
6.87E+07,-88.24,1.00E-02,3.87E-07
6.89E+07,-88.26,1.00E-02,3.87E-07
6.90E+07,-88.28,1.00E-02,3.86E-07
6.92E+07,-88.3,1.00E-02,3.85E-07
6.93E+07,-88.32,1.00E-02,3.84E-07
6.95E+07,-88.34,1.00E-02,3.83E-07
6.97E+07,-88.36,1.00E-02,3.82E-07
6.98E+07,-88.38,1.00E-02,3.81E-07
7.00E+07,-88.4,1.00E-02,3.80E-07
7.02E+07,-88.42,1.00E-02,3.79E-07
7.03E+07,-88.44,1.00E-02,3.79E-07
7.05E+07,-88.46,1.00E-02,3.78E-07
7.06E+07,-88.48,1.00E-02,3.77E-07
7.08E+07,-88.5,1.00E-02,3.76E-07
7.10E+07,-88.52,1.00E-02,3.75E-07
7.11E+07,-88.54,1.00E-02,3.74E-07
7.13E+07,-88.56,1.00E-02,3.73E-07
7.15E+07,-88.58,1.00E-02,3.73E-07
7.16E+07,-88.6,1.00E-02,3.72E-07
7.18E+07,-88.62,1.00E-02,3.71E-07
7.19E+07,-88.64,1.00E-02,3.70E-07
7.21E+07,-88.66,1.00E-02,3.69E-07
7.23E+07,-88.68,1.00E-02,3.68E-07
7.24E+07,-88.7,1.00E-02,3.67E-07
7.26E+07,-88.72,1.00E-02,3.67E-07
7.28E+07,-88.74,1.00E-02,3.66E-07
7.30E+07,-88.76,1.00E-02,3.65E-07
7.31E+07,-88.78,1.00E-02,3.64E-07
7.33E+07,-88.8,1.00E-02,3.63E-07
7.35E+07,-88.82,1.00E-02,3.62E-07
7.36E+07,-88.84,1.00E-02,3.62E-07
7.38E+07,-88.86,1.00E-02,3.61E-07
7.40E+07,-88.88,1.00E-02,3.60E-07
7.41E+07,-88.9,1.00E-02,3.59E-07
7.43E+07,-88.92,1.00E-02,3.58E-07
7.45E+07,-88.94,1.00E-02,3.57E-07
7.46E+07,-88.96,1.00E-02,3.57E-07
7.48E+07,-88.98,1.00E-02,3.56E-07
7.50E+07,-89,1.00E-02,3.55E-07
7.52E+07,-89.02,1.00E-02,3.54E-07
7.53E+07,-89.04,1.00E-02,3.53E-07
7.55E+07,-89.06,1.00E-02,3.53E-07
7.57E+07,-89.08,1.00E-02,3.52E-07
7.59E+07,-89.1,1.00E-02,3.51E-07
7.60E+07,-89.12,1.00E-02,3.50E-07
7.62E+07,-89.14,1.00E-02,3.49E-07
7.64E+07,-89.16,1.00E-02,3.48E-07
7.66E+07,-89.18,1.00E-02,3.48E-07
7.67E+07,-89.2,1.00E-02,3.47E-07
7.69E+07,-89.22,1.00E-02,3.46E-07
7.71E+07,-89.24,1.00E-02,3.45E-07
7.73E+07,-89.26,1.00E-02,3.44E-07
7.75E+07,-89.28,1.00E-02,3.44E-07
7.76E+07,-89.3,1.00E-02,3.43E-07
7.78E+07,-89.32,1.00E-02,3.42E-07
7.80E+07,-89.34,1.00E-02,3.41E-07
7.82E+07,-89.36,1.00E-02,3.41E-07
7.83E+07,-89.38,1.00E-02,3.40E-07
7.85E+07,-89.4,1.00E-02,3.39E-07
7.87E+07,-89.42,1.00E-02,3.38E-07
7.89E+07,-89.44,1.00E-02,3.37E-07
7.91E+07,-89.46,1.00E-02,3.37E-07
7.93E+07,-89.48,1.00E-02,3.36E-07
7.94E+07,-89.5,1.00E-02,3.35E-07
7.96E+07,-89.52,1.00E-02,3.34E-07
7.98E+07,-89.54,1.00E-02,3.34E-07
8.00E+07,-89.56,1.00E-02,3.33E-07
8.02E+07,-89.58,1.00E-02,3.32E-07
8.04E+07,-89.6,1.00E-02,3.31E-07
8.05E+07,-89.62,1.00E-02,3.30E-07
8.07E+07,-89.64,1.00E-02,3.30E-07
8.09E+07,-89.66,1.00E-02,3.29E-07
8.11E+07,-89.68,1.00E-02,3.28E-07
8.13E+07,-89.7,1.00E-02,3.27E-07
8.15E+07,-89.72,1.00E-02,3.27E-07
8.17E+07,-89.74,1.00E-02,3.26E-07
8.19E+07,-89.76,1.00E-02,3.25E-07
8.20E+07,-89.78,1.00E-02,3.24E-07
8.22E+07,-89.8,1.00E-02,3.24E-07
8.24E+07,-89.82,1.00E-02,3.23E-07
8.26E+07,-89.84,1.00E-02,3.22E-07
8.28E+07,-89.86,1.00E-02,3.21E-07
8.30E+07,-89.88,1.00E-02,3.21E-07
8.32E+07,-89.9,1.00E-02,3.20E-07
8.34E+07,-89.92,1.00E-02,3.19E-07
8.36E+07,-89.94,1.00E-02,3.19E-07
8.38E+07,-89.96,1.00E-02,3.18E-07
8.40E+07,-89.98,1.00E-02,3.17E-07
8.41E+07,-90,1.00E-02,3.16E-07
8.43E+07,-90.02,1.00E-02,3.16E-07
8.45E+07,-90.04,1.00E-02,3.15E-07
8.47E+07,-90.06,1.00E-02,3.14E-07
8.49E+07,-90.08,1.00E-02,3.13E-07
8.51E+07,-90.1,1.00E-02,3.13E-07
8.53E+07,-90.12,1.00E-02,3.12E-07
8.55E+07,-90.14,1.00E-02,3.11E-07
8.57E+07,-90.16,1.00E-02,3.11E-07
8.59E+07,-90.18,1.00E-02,3.10E-07
8.61E+07,-90.2,1.00E-02,3.09E-07
8.63E+07,-90.22,1.00E-02,3.08E-07
8.65E+07,-90.24,1.00E-02,3.08E-07
8.67E+07,-90.26,1.00E-02,3.07E-07
8.69E+07,-90.28,1.00E-02,3.06E-07
8.71E+07,-90.3,1.00E-02,3.06E-07
8.73E+07,-90.32,1.00E-02,3.05E-07
8.75E+07,-90.34,1.00E-02,3.04E-07
8.77E+07,-90.36,1.00E-02,3.04E-07
8.79E+07,-90.38,1.00E-02,3.03E-07
8.81E+07,-90.4,1.00E-02,3.02E-07
8.83E+07,-90.42,1.00E-02,3.01E-07
8.85E+07,-90.44,1.00E-02,3.01E-07
8.87E+07,-90.46,1.00E-02,3.00E-07
8.89E+07,-90.48,1.00E-02,2.99E-07
8.91E+07,-90.5,1.00E-02,2.99E-07
8.93E+07,-90.52,1.00E-02,2.98E-07
8.95E+07,-90.54,1.00E-02,2.97E-07
8.97E+07,-90.56,1.00E-02,2.97E-07
9.00E+07,-90.58,1.00E-02,2.96E-07
9.02E+07,-90.6,1.00E-02,2.95E-07
9.04E+07,-90.62,1.00E-02,2.95E-07
9.06E+07,-90.64,1.00E-02,2.94E-07
9.08E+07,-90.66,1.00E-02,2.93E-07
9.10E+07,-90.68,1.00E-02,2.93E-07
9.12E+07,-90.7,1.00E-02,2.92E-07
9.14E+07,-90.72,1.00E-02,2.91E-07
9.16E+07,-90.74,1.00E-02,2.91E-07
9.18E+07,-90.76,1.00E-02,2.90E-07
9.20E+07,-90.78,1.00E-02,2.89E-07
9.23E+07,-90.8,1.00E-02,2.89E-07
9.25E+07,-90.82,1.00E-02,2.88E-07
9.27E+07,-90.84,1.00E-02,2.87E-07
