freq (Hz),"dB20((VF(""/Vout"") / VF(""/Vline""))) (dB)",Vline (V),Vout (V)
1.38E+05,-27.77,1.00E-02,4.09E-04
1.39E+05,-27.77,1.00E-02,4.09E-04
1.39E+05,-27.77,1.00E-02,4.09E-04
1.39E+05,-27.77,1.00E-02,4.09E-04
1.40E+05,-27.77,1.00E-02,4.09E-04
1.40E+05,-27.77,1.00E-02,4.09E-04
1.40E+05,-27.77,1.00E-02,4.09E-04
1.41E+05,-27.77,1.00E-02,4.09E-04
1.41E+05,-27.77,1.00E-02,4.09E-04
1.41E+05,-27.77,1.00E-02,4.09E-04
1.42E+05,-27.77,1.00E-02,4.09E-04
1.42E+05,-27.77,1.00E-02,4.09E-04
1.42E+05,-27.77,1.00E-02,4.09E-04
1.43E+05,-27.77,1.00E-02,4.09E-04
1.43E+05,-27.77,1.00E-02,4.09E-04
1.43E+05,-27.77,1.00E-02,4.09E-04
1.44E+05,-27.77,1.00E-02,4.09E-04
1.44E+05,-27.76,1.00E-02,4.09E-04
1.44E+05,-27.76,1.00E-02,4.09E-04
1.45E+05,-27.76,1.00E-02,4.09E-04
1.45E+05,-27.76,1.00E-02,4.09E-04
1.45E+05,-27.76,1.00E-02,4.09E-04
1.46E+05,-27.76,1.00E-02,4.09E-04
1.46E+05,-27.76,1.00E-02,4.09E-04
1.46E+05,-27.76,1.00E-02,4.09E-04
1.47E+05,-27.76,1.00E-02,4.09E-04
1.47E+05,-27.76,1.00E-02,4.09E-04
1.47E+05,-27.76,1.00E-02,4.09E-04
1.48E+05,-27.76,1.00E-02,4.09E-04
1.48E+05,-27.76,1.00E-02,4.09E-04
1.48E+05,-27.76,1.00E-02,4.09E-04
1.49E+05,-27.76,1.00E-02,4.09E-04
1.49E+05,-27.76,1.00E-02,4.09E-04
1.49E+05,-27.76,1.00E-02,4.09E-04
1.50E+05,-27.76,1.00E-02,4.10E-04
1.50E+05,-27.76,1.00E-02,4.10E-04
1.50E+05,-27.75,1.00E-02,4.10E-04
1.51E+05,-27.75,1.00E-02,4.10E-04
1.51E+05,-27.75,1.00E-02,4.10E-04
1.51E+05,-27.75,1.00E-02,4.10E-04
1.52E+05,-27.75,1.00E-02,4.10E-04
1.52E+05,-27.75,1.00E-02,4.10E-04
1.52E+05,-27.75,1.00E-02,4.10E-04
1.53E+05,-27.75,1.00E-02,4.10E-04
1.53E+05,-27.75,1.00E-02,4.10E-04
1.54E+05,-27.75,1.00E-02,4.10E-04
1.54E+05,-27.75,1.00E-02,4.10E-04
1.54E+05,-27.75,1.00E-02,4.10E-04
1.55E+05,-27.75,1.00E-02,4.10E-04
1.55E+05,-27.75,1.00E-02,4.10E-04
1.55E+05,-27.75,1.00E-02,4.10E-04
1.56E+05,-27.75,1.00E-02,4.10E-04
1.56E+05,-27.75,1.00E-02,4.10E-04
1.56E+05,-27.75,1.00E-02,4.10E-04
1.57E+05,-27.75,1.00E-02,4.10E-04
1.57E+05,-27.75,1.00E-02,4.10E-04
1.57E+05,-27.75,1.00E-02,4.10E-04
1.58E+05,-27.75,1.00E-02,4.10E-04
1.58E+05,-27.74,1.00E-02,4.10E-04
1.59E+05,-27.74,1.00E-02,4.10E-04
1.59E+05,-27.74,1.00E-02,4.10E-04
1.59E+05,-27.74,1.00E-02,4.10E-04
1.60E+05,-27.74,1.00E-02,4.10E-04
1.60E+05,-27.74,1.00E-02,4.10E-04
1.60E+05,-27.74,1.00E-02,4.10E-04
1.61E+05,-27.74,1.00E-02,4.10E-04
1.61E+05,-27.74,1.00E-02,4.10E-04
1.61E+05,-27.74,1.00E-02,4.10E-04
1.62E+05,-27.74,1.00E-02,4.10E-04
1.62E+05,-27.74,1.00E-02,4.10E-04
1.63E+05,-27.74,1.00E-02,4.10E-04
1.63E+05,-27.74,1.00E-02,4.10E-04
1.63E+05,-27.74,1.00E-02,4.10E-04
1.64E+05,-27.74,1.00E-02,4.10E-04
1.64E+05,-27.74,1.00E-02,4.10E-04
1.64E+05,-27.74,1.00E-02,4.10E-04
1.65E+05,-27.74,1.00E-02,4.10E-04
1.65E+05,-27.74,1.00E-02,4.10E-04
1.66E+05,-27.74,1.00E-02,4.10E-04
1.66E+05,-27.74,1.00E-02,4.10E-04
1.66E+05,-27.74,1.00E-02,4.10E-04
1.67E+05,-27.74,1.00E-02,4.10E-04
1.67E+05,-27.74,1.00E-02,4.10E-04
1.68E+05,-27.74,1.00E-02,4.10E-04
1.68E+05,-27.73,1.00E-02,4.10E-04
1.68E+05,-27.73,1.00E-02,4.11E-04
1.69E+05,-27.73,1.00E-02,4.11E-04
1.69E+05,-27.73,1.00E-02,4.11E-04
1.69E+05,-27.73,1.00E-02,4.11E-04
1.70E+05,-27.73,1.00E-02,4.11E-04
1.70E+05,-27.73,1.00E-02,4.11E-04
1.71E+05,-27.73,1.00E-02,4.11E-04
1.71E+05,-27.73,1.00E-02,4.11E-04
1.71E+05,-27.73,1.00E-02,4.11E-04
1.72E+05,-27.73,1.00E-02,4.11E-04
1.72E+05,-27.73,1.00E-02,4.11E-04
1.73E+05,-27.73,1.00E-02,4.11E-04
1.73E+05,-27.73,1.00E-02,4.11E-04
1.73E+05,-27.73,1.00E-02,4.11E-04
1.74E+05,-27.73,1.00E-02,4.11E-04
1.74E+05,-27.73,1.00E-02,4.11E-04
1.75E+05,-27.73,1.00E-02,4.11E-04
1.75E+05,-27.73,1.00E-02,4.11E-04
1.75E+05,-27.73,1.00E-02,4.11E-04
1.76E+05,-27.73,1.00E-02,4.11E-04
1.76E+05,-27.73,1.00E-02,4.11E-04
1.77E+05,-27.73,1.00E-02,4.11E-04
1.77E+05,-27.73,1.00E-02,4.11E-04
1.77E+05,-27.73,1.00E-02,4.11E-04
1.78E+05,-27.73,1.00E-02,4.11E-04
1.78E+05,-27.73,1.00E-02,4.11E-04
1.79E+05,-27.73,1.00E-02,4.11E-04
1.79E+05,-27.73,1.00E-02,4.11E-04
1.80E+05,-27.73,1.00E-02,4.11E-04
1.80E+05,-27.73,1.00E-02,4.11E-04
1.80E+05,-27.73,1.00E-02,4.11E-04
1.81E+05,-27.73,1.00E-02,4.11E-04
1.81E+05,-27.73,1.00E-02,4.11E-04
1.82E+05,-27.73,1.00E-02,4.11E-04
1.82E+05,-27.73,1.00E-02,4.11E-04
1.82E+05,-27.73,1.00E-02,4.11E-04
1.83E+05,-27.73,1.00E-02,4.11E-04
1.83E+05,-27.73,1.00E-02,4.11E-04
1.84E+05,-27.73,1.00E-02,4.11E-04
1.84E+05,-27.73,1.00E-02,4.11E-04
1.85E+05,-27.73,1.00E-02,4.11E-04
1.85E+05,-27.73,1.00E-02,4.11E-04
1.85E+05,-27.73,1.00E-02,4.11E-04
1.86E+05,-27.73,1.00E-02,4.11E-04
1.86E+05,-27.73,1.00E-02,4.11E-04
1.87E+05,-27.73,1.00E-02,4.11E-04
1.87E+05,-27.73,1.00E-02,4.11E-04
1.88E+05,-27.73,1.00E-02,4.11E-04
1.88E+05,-27.73,1.00E-02,4.11E-04
1.88E+05,-27.73,1.00E-02,4.11E-04
1.89E+05,-27.73,1.00E-02,4.11E-04
1.89E+05,-27.73,1.00E-02,4.11E-04
1.90E+05,-27.73,1.00E-02,4.11E-04
1.90E+05,-27.73,1.00E-02,4.11E-04
1.91E+05,-27.73,1.00E-02,4.11E-04
1.91E+05,-27.73,1.00E-02,4.11E-04
1.91E+05,-27.73,1.00E-02,4.11E-04
1.92E+05,-27.73,1.00E-02,4.11E-04
1.92E+05,-27.73,1.00E-02,4.11E-04
1.93E+05,-27.73,1.00E-02,4.11E-04
1.93E+05,-27.73,1.00E-02,4.11E-04
1.94E+05,-27.73,1.00E-02,4.11E-04
1.94E+05,-27.73,1.00E-02,4.11E-04
1.95E+05,-27.73,1.00E-02,4.11E-04
1.95E+05,-27.73,1.00E-02,4.11E-04
1.95E+05,-27.73,1.00E-02,4.11E-04
1.96E+05,-27.73,1.00E-02,4.11E-04
1.96E+05,-27.73,1.00E-02,4.11E-04
1.97E+05,-27.73,1.00E-02,4.11E-04
1.97E+05,-27.73,1.00E-02,4.11E-04
1.98E+05,-27.73,1.00E-02,4.11E-04
1.98E+05,-27.73,1.00E-02,4.11E-04
1.99E+05,-27.73,1.00E-02,4.10E-04
1.99E+05,-27.74,1.00E-02,4.10E-04
2.00E+05,-27.74,1.00E-02,4.10E-04
2.00E+05,-27.74,1.00E-02,4.10E-04
2.00E+05,-27.74,1.00E-02,4.10E-04
2.01E+05,-27.74,1.00E-02,4.10E-04
2.01E+05,-27.74,1.00E-02,4.10E-04
2.02E+05,-27.74,1.00E-02,4.10E-04
2.02E+05,-27.74,1.00E-02,4.10E-04
2.03E+05,-27.74,1.00E-02,4.10E-04
2.03E+05,-27.74,1.00E-02,4.10E-04
2.04E+05,-27.74,1.00E-02,4.10E-04
2.04E+05,-27.74,1.00E-02,4.10E-04
2.05E+05,-27.74,1.00E-02,4.10E-04
2.05E+05,-27.74,1.00E-02,4.10E-04
2.06E+05,-27.74,1.00E-02,4.10E-04
2.06E+05,-27.74,1.00E-02,4.10E-04
2.07E+05,-27.74,1.00E-02,4.10E-04
2.07E+05,-27.75,1.00E-02,4.10E-04
2.08E+05,-27.75,1.00E-02,4.10E-04
2.08E+05,-27.75,1.00E-02,4.10E-04
2.08E+05,-27.75,1.00E-02,4.10E-04
2.09E+05,-27.75,1.00E-02,4.10E-04
2.09E+05,-27.75,1.00E-02,4.10E-04
2.10E+05,-27.75,1.00E-02,4.10E-04
2.10E+05,-27.75,1.00E-02,4.10E-04
2.11E+05,-27.75,1.00E-02,4.10E-04
2.11E+05,-27.75,1.00E-02,4.10E-04
2.12E+05,-27.75,1.00E-02,4.10E-04
2.12E+05,-27.75,1.00E-02,4.10E-04
2.13E+05,-27.76,1.00E-02,4.10E-04
2.13E+05,-27.76,1.00E-02,4.09E-04
2.14E+05,-27.76,1.00E-02,4.09E-04
2.14E+05,-27.76,1.00E-02,4.09E-04
2.15E+05,-27.76,1.00E-02,4.09E-04
2.15E+05,-27.76,1.00E-02,4.09E-04
2.16E+05,-27.76,1.00E-02,4.09E-04
2.16E+05,-27.76,1.00E-02,4.09E-04
2.17E+05,-27.76,1.00E-02,4.09E-04
2.17E+05,-27.77,1.00E-02,4.09E-04
2.18E+05,-27.77,1.00E-02,4.09E-04
2.18E+05,-27.77,1.00E-02,4.09E-04
2.19E+05,-27.77,1.00E-02,4.09E-04
2.19E+05,-27.77,1.00E-02,4.09E-04
2.20E+05,-27.77,1.00E-02,4.09E-04
2.20E+05,-27.77,1.00E-02,4.09E-04
2.21E+05,-27.78,1.00E-02,4.09E-04
2.21E+05,-27.78,1.00E-02,4.09E-04
2.22E+05,-27.78,1.00E-02,4.08E-04
2.22E+05,-27.78,1.00E-02,4.08E-04
2.23E+05,-27.78,1.00E-02,4.08E-04
2.23E+05,-27.78,1.00E-02,4.08E-04
2.24E+05,-27.78,1.00E-02,4.08E-04
2.24E+05,-27.79,1.00E-02,4.08E-04
2.25E+05,-27.79,1.00E-02,4.08E-04
2.25E+05,-27.79,1.00E-02,4.08E-04
2.26E+05,-27.79,1.00E-02,4.08E-04
2.27E+05,-27.79,1.00E-02,4.08E-04
2.27E+05,-27.79,1.00E-02,4.08E-04
2.28E+05,-27.8,1.00E-02,4.08E-04
2.28E+05,-27.8,1.00E-02,4.08E-04
2.29E+05,-27.8,1.00E-02,4.07E-04
2.29E+05,-27.8,1.00E-02,4.07E-04
2.30E+05,-27.8,1.00E-02,4.07E-04
2.30E+05,-27.8,1.00E-02,4.07E-04
2.31E+05,-27.81,1.00E-02,4.07E-04
2.31E+05,-27.81,1.00E-02,4.07E-04
2.32E+05,-27.81,1.00E-02,4.07E-04
2.32E+05,-27.81,1.00E-02,4.07E-04
2.33E+05,-27.81,1.00E-02,4.07E-04
2.33E+05,-27.82,1.00E-02,4.07E-04
2.34E+05,-27.82,1.00E-02,4.07E-04
2.34E+05,-27.82,1.00E-02,4.06E-04
2.35E+05,-27.82,1.00E-02,4.06E-04
2.36E+05,-27.83,1.00E-02,4.06E-04
2.36E+05,-27.83,1.00E-02,4.06E-04
2.37E+05,-27.83,1.00E-02,4.06E-04
2.37E+05,-27.83,1.00E-02,4.06E-04
2.38E+05,-27.84,1.00E-02,4.06E-04
2.38E+05,-27.84,1.00E-02,4.06E-04
2.39E+05,-27.84,1.00E-02,4.06E-04
2.39E+05,-27.84,1.00E-02,4.05E-04
2.40E+05,-27.85,1.00E-02,4.05E-04
2.40E+05,-27.85,1.00E-02,4.05E-04
2.41E+05,-27.85,1.00E-02,4.05E-04
2.42E+05,-27.85,1.00E-02,4.05E-04
2.42E+05,-27.86,1.00E-02,4.05E-04
2.43E+05,-27.86,1.00E-02,4.05E-04
2.43E+05,-27.86,1.00E-02,4.05E-04
2.44E+05,-27.86,1.00E-02,4.04E-04
2.44E+05,-27.87,1.00E-02,4.04E-04
2.45E+05,-27.87,1.00E-02,4.04E-04
2.46E+05,-27.87,1.00E-02,4.04E-04
2.46E+05,-27.88,1.00E-02,4.04E-04
2.47E+05,-27.88,1.00E-02,4.04E-04
2.47E+05,-27.88,1.00E-02,4.04E-04
2.48E+05,-27.89,1.00E-02,4.03E-04
2.48E+05,-27.89,1.00E-02,4.03E-04
2.49E+05,-27.89,1.00E-02,4.03E-04
2.50E+05,-27.9,1.00E-02,4.03E-04
2.50E+05,-27.9,1.00E-02,4.03E-04
2.51E+05,-27.9,1.00E-02,4.03E-04
2.51E+05,-27.91,1.00E-02,4.03E-04
2.52E+05,-27.91,1.00E-02,4.02E-04
2.52E+05,-27.91,1.00E-02,4.02E-04
2.53E+05,-27.92,1.00E-02,4.02E-04
2.54E+05,-27.92,1.00E-02,4.02E-04
2.54E+05,-27.92,1.00E-02,4.02E-04
2.55E+05,-27.93,1.00E-02,4.02E-04
2.55E+05,-27.93,1.00E-02,4.01E-04
2.56E+05,-27.93,1.00E-02,4.01E-04
2.56E+05,-27.94,1.00E-02,4.01E-04
2.57E+05,-27.94,1.00E-02,4.01E-04
2.58E+05,-27.95,1.00E-02,4.01E-04
2.58E+05,-27.95,1.00E-02,4.00E-04
2.59E+05,-27.95,1.00E-02,4.00E-04
2.59E+05,-27.96,1.00E-02,4.00E-04
2.60E+05,-27.96,1.00E-02,4.00E-04
2.61E+05,-27.97,1.00E-02,4.00E-04
2.61E+05,-27.97,1.00E-02,4.00E-04
2.62E+05,-27.97,1.00E-02,3.99E-04
2.62E+05,-27.98,1.00E-02,3.99E-04
2.63E+05,-27.98,1.00E-02,3.99E-04
2.64E+05,-27.99,1.00E-02,3.99E-04
2.64E+05,-27.99,1.00E-02,3.98E-04
2.65E+05,-28,1.00E-02,3.98E-04
2.66E+05,-28,1.00E-02,3.98E-04
2.66E+05,-28.01,1.00E-02,3.98E-04
2.67E+05,-28.01,1.00E-02,3.98E-04
2.67E+05,-28.02,1.00E-02,3.97E-04
2.68E+05,-28.02,1.00E-02,3.97E-04
2.69E+05,-28.03,1.00E-02,3.97E-04
2.69E+05,-28.03,1.00E-02,3.97E-04
2.70E+05,-28.04,1.00E-02,3.97E-04
2.70E+05,-28.04,1.00E-02,3.96E-04
2.71E+05,-28.05,1.00E-02,3.96E-04
2.72E+05,-28.05,1.00E-02,3.96E-04
2.72E+05,-28.06,1.00E-02,3.96E-04
2.73E+05,-28.06,1.00E-02,3.95E-04
2.74E+05,-28.07,1.00E-02,3.95E-04
2.74E+05,-28.07,1.00E-02,3.95E-04
2.75E+05,-28.08,1.00E-02,3.95E-04
2.75E+05,-28.08,1.00E-02,3.94E-04
2.76E+05,-28.09,1.00E-02,3.94E-04
2.77E+05,-28.1,1.00E-02,3.94E-04
2.77E+05,-28.1,1.00E-02,3.94E-04
2.78E+05,-28.11,1.00E-02,3.93E-04
2.79E+05,-28.11,1.00E-02,3.93E-04
2.79E+05,-28.12,1.00E-02,3.93E-04
2.80E+05,-28.13,1.00E-02,3.92E-04
2.81E+05,-28.13,1.00E-02,3.92E-04
2.81E+05,-28.14,1.00E-02,3.92E-04
2.82E+05,-28.14,1.00E-02,3.92E-04
2.83E+05,-28.15,1.00E-02,3.91E-04
2.83E+05,-28.16,1.00E-02,3.91E-04
2.84E+05,-28.16,1.00E-02,3.91E-04
2.84E+05,-28.17,1.00E-02,3.90E-04
2.85E+05,-28.18,1.00E-02,3.90E-04
2.86E+05,-28.18,1.00E-02,3.90E-04
2.86E+05,-28.19,1.00E-02,3.90E-04
2.87E+05,-28.2,1.00E-02,3.89E-04
2.88E+05,-28.2,1.00E-02,3.89E-04
2.88E+05,-28.21,1.00E-02,3.89E-04
2.89E+05,-28.22,1.00E-02,3.88E-04
2.90E+05,-28.23,1.00E-02,3.88E-04
2.90E+05,-28.23,1.00E-02,3.88E-04
2.91E+05,-28.24,1.00E-02,3.87E-04
2.92E+05,-28.25,1.00E-02,3.87E-04
2.92E+05,-28.26,1.00E-02,3.87E-04
2.93E+05,-28.26,1.00E-02,3.86E-04
2.94E+05,-28.27,1.00E-02,3.86E-04
2.94E+05,-28.28,1.00E-02,3.86E-04
2.95E+05,-28.29,1.00E-02,3.85E-04
2.96E+05,-28.29,1.00E-02,3.85E-04
2.97E+05,-28.3,1.00E-02,3.85E-04
2.97E+05,-28.31,1.00E-02,3.84E-04
2.98E+05,-28.32,1.00E-02,3.84E-04
2.99E+05,-28.33,1.00E-02,3.83E-04
2.99E+05,-28.33,1.00E-02,3.83E-04
3.00E+05,-28.34,1.00E-02,3.83E-04
3.01E+05,-28.35,1.00E-02,3.82E-04
3.01E+05,-28.36,1.00E-02,3.82E-04
3.02E+05,-28.37,1.00E-02,3.82E-04
3.03E+05,-28.38,1.00E-02,3.81E-04
3.03E+05,-28.39,1.00E-02,3.81E-04
3.04E+05,-28.39,1.00E-02,3.80E-04
3.05E+05,-28.4,1.00E-02,3.80E-04
3.06E+05,-28.41,1.00E-02,3.80E-04
3.06E+05,-28.42,1.00E-02,3.79E-04
3.07E+05,-28.43,1.00E-02,3.79E-04
3.08E+05,-28.44,1.00E-02,3.78E-04
3.08E+05,-28.45,1.00E-02,3.78E-04
3.09E+05,-28.46,1.00E-02,3.78E-04
3.10E+05,-28.47,1.00E-02,3.77E-04
3.11E+05,-28.48,1.00E-02,3.77E-04
3.11E+05,-28.49,1.00E-02,3.76E-04
3.12E+05,-28.5,1.00E-02,3.76E-04
3.13E+05,-28.51,1.00E-02,3.76E-04
3.13E+05,-28.52,1.00E-02,3.75E-04
3.14E+05,-28.53,1.00E-02,3.75E-04
3.15E+05,-28.54,1.00E-02,3.74E-04
3.16E+05,-28.55,1.00E-02,3.74E-04
3.16E+05,-28.56,1.00E-02,3.73E-04
3.17E+05,-28.57,1.00E-02,3.73E-04
3.18E+05,-28.58,1.00E-02,3.72E-04
3.18E+05,-28.59,1.00E-02,3.72E-04
3.19E+05,-28.6,1.00E-02,3.72E-04
3.20E+05,-28.61,1.00E-02,3.71E-04
3.21E+05,-28.62,1.00E-02,3.71E-04
3.21E+05,-28.63,1.00E-02,3.70E-04
3.22E+05,-28.65,1.00E-02,3.70E-04
3.23E+05,-28.66,1.00E-02,3.69E-04
3.24E+05,-28.67,1.00E-02,3.69E-04
3.24E+05,-28.68,1.00E-02,3.68E-04
3.25E+05,-28.69,1.00E-02,3.68E-04
3.26E+05,-28.7,1.00E-02,3.67E-04
3.27E+05,-28.72,1.00E-02,3.67E-04
3.27E+05,-28.73,1.00E-02,3.66E-04
3.28E+05,-28.74,1.00E-02,3.66E-04
3.29E+05,-28.75,1.00E-02,3.65E-04
3.30E+05,-28.76,1.00E-02,3.65E-04
3.30E+05,-28.78,1.00E-02,3.64E-04
3.31E+05,-28.79,1.00E-02,3.64E-04
3.32E+05,-28.8,1.00E-02,3.63E-04
3.33E+05,-28.81,1.00E-02,3.63E-04
3.33E+05,-28.83,1.00E-02,3.62E-04
3.34E+05,-28.84,1.00E-02,3.62E-04
3.35E+05,-28.85,1.00E-02,3.61E-04
3.36E+05,-28.86,1.00E-02,3.60E-04
3.37E+05,-28.88,1.00E-02,3.60E-04
3.37E+05,-28.89,1.00E-02,3.59E-04
3.38E+05,-28.9,1.00E-02,3.59E-04
3.39E+05,-28.92,1.00E-02,3.58E-04
3.40E+05,-28.93,1.00E-02,3.58E-04
3.40E+05,-28.94,1.00E-02,3.57E-04
3.41E+05,-28.96,1.00E-02,3.57E-04
3.42E+05,-28.97,1.00E-02,3.56E-04
3.43E+05,-28.99,1.00E-02,3.55E-04
3.44E+05,-29,1.00E-02,3.55E-04
3.44E+05,-29.01,1.00E-02,3.54E-04
3.45E+05,-29.03,1.00E-02,3.54E-04
3.46E+05,-29.04,1.00E-02,3.53E-04
3.47E+05,-29.06,1.00E-02,3.53E-04
3.48E+05,-29.07,1.00E-02,3.52E-04
3.48E+05,-29.09,1.00E-02,3.51E-04
3.49E+05,-29.1,1.00E-02,3.51E-04
3.50E+05,-29.12,1.00E-02,3.50E-04
3.51E+05,-29.13,1.00E-02,3.50E-04
3.52E+05,-29.15,1.00E-02,3.49E-04
3.52E+05,-29.16,1.00E-02,3.48E-04
3.53E+05,-29.18,1.00E-02,3.48E-04
3.54E+05,-29.19,1.00E-02,3.47E-04
3.55E+05,-29.21,1.00E-02,3.46E-04
3.56E+05,-29.22,1.00E-02,3.46E-04
3.57E+05,-29.24,1.00E-02,3.45E-04
3.57E+05,-29.26,1.00E-02,3.45E-04
3.58E+05,-29.27,1.00E-02,3.44E-04
3.59E+05,-29.29,1.00E-02,3.43E-04
3.60E+05,-29.3,1.00E-02,3.43E-04
3.61E+05,-29.32,1.00E-02,3.42E-04
3.61E+05,-29.34,1.00E-02,3.41E-04
3.62E+05,-29.35,1.00E-02,3.41E-04
3.63E+05,-29.37,1.00E-02,3.40E-04
3.64E+05,-29.39,1.00E-02,3.39E-04
3.65E+05,-29.4,1.00E-02,3.39E-04
3.66E+05,-29.42,1.00E-02,3.38E-04
3.66E+05,-29.44,1.00E-02,3.37E-04
3.67E+05,-29.46,1.00E-02,3.37E-04
3.68E+05,-29.47,1.00E-02,3.36E-04
3.69E+05,-29.49,1.00E-02,3.35E-04
3.70E+05,-29.51,1.00E-02,3.35E-04
3.71E+05,-29.53,1.00E-02,3.34E-04
3.72E+05,-29.54,1.00E-02,3.33E-04
3.72E+05,-29.56,1.00E-02,3.33E-04
3.73E+05,-29.58,1.00E-02,3.32E-04
3.74E+05,-29.6,1.00E-02,3.31E-04
3.75E+05,-29.62,1.00E-02,3.31E-04
3.76E+05,-29.63,1.00E-02,3.30E-04
3.77E+05,-29.65,1.00E-02,3.29E-04
3.78E+05,-29.67,1.00E-02,3.28E-04
3.78E+05,-29.69,1.00E-02,3.28E-04
3.79E+05,-29.71,1.00E-02,3.27E-04
3.80E+05,-29.73,1.00E-02,3.26E-04
3.81E+05,-29.75,1.00E-02,3.26E-04
3.82E+05,-29.77,1.00E-02,3.25E-04
3.83E+05,-29.79,1.00E-02,3.24E-04
3.84E+05,-29.81,1.00E-02,3.23E-04
3.85E+05,-29.83,1.00E-02,3.23E-04
3.86E+05,-29.85,1.00E-02,3.22E-04
3.86E+05,-29.87,1.00E-02,3.21E-04
3.87E+05,-29.88,1.00E-02,3.20E-04
3.88E+05,-29.91,1.00E-02,3.20E-04
3.89E+05,-29.93,1.00E-02,3.19E-04
3.90E+05,-29.95,1.00E-02,3.18E-04
3.91E+05,-29.97,1.00E-02,3.18E-04
3.92E+05,-29.99,1.00E-02,3.17E-04
3.93E+05,-30.01,1.00E-02,3.16E-04
3.94E+05,-30.03,1.00E-02,3.15E-04
3.95E+05,-30.05,1.00E-02,3.15E-04
3.95E+05,-30.07,1.00E-02,3.14E-04
3.96E+05,-30.09,1.00E-02,3.13E-04
3.97E+05,-30.11,1.00E-02,3.12E-04
3.98E+05,-30.13,1.00E-02,3.11E-04
3.99E+05,-30.15,1.00E-02,3.11E-04
4.00E+05,-30.18,1.00E-02,3.10E-04
4.01E+05,-30.2,1.00E-02,3.09E-04
4.02E+05,-30.22,1.00E-02,3.08E-04
4.03E+05,-30.24,1.00E-02,3.08E-04
4.04E+05,-30.26,1.00E-02,3.07E-04
4.05E+05,-30.29,1.00E-02,3.06E-04
4.06E+05,-30.31,1.00E-02,3.05E-04
4.06E+05,-30.33,1.00E-02,3.04E-04
4.07E+05,-30.35,1.00E-02,3.04E-04
4.08E+05,-30.37,1.00E-02,3.03E-04
4.09E+05,-30.4,1.00E-02,3.02E-04
4.10E+05,-30.42,1.00E-02,3.01E-04
4.11E+05,-30.44,1.00E-02,3.01E-04
4.12E+05,-30.47,1.00E-02,3.00E-04
4.13E+05,-30.49,1.00E-02,2.99E-04
4.14E+05,-30.51,1.00E-02,2.98E-04
4.15E+05,-30.54,1.00E-02,2.97E-04
4.16E+05,-30.56,1.00E-02,2.97E-04
4.17E+05,-30.58,1.00E-02,2.96E-04
4.18E+05,-30.61,1.00E-02,2.95E-04
4.19E+05,-30.63,1.00E-02,2.94E-04
4.20E+05,-30.65,1.00E-02,2.93E-04
4.21E+05,-30.68,1.00E-02,2.93E-04
4.22E+05,-30.7,1.00E-02,2.92E-04
4.23E+05,-30.73,1.00E-02,2.91E-04
4.24E+05,-30.75,1.00E-02,2.90E-04
4.25E+05,-30.77,1.00E-02,2.89E-04
4.26E+05,-30.8,1.00E-02,2.88E-04
4.27E+05,-30.82,1.00E-02,2.88E-04
4.28E+05,-30.85,1.00E-02,2.87E-04
4.29E+05,-30.87,1.00E-02,2.86E-04
4.30E+05,-30.9,1.00E-02,2.85E-04
4.31E+05,-30.92,1.00E-02,2.84E-04
4.32E+05,-30.95,1.00E-02,2.84E-04
4.33E+05,-30.97,1.00E-02,2.83E-04
4.34E+05,-31,1.00E-02,2.82E-04
4.35E+05,-31.02,1.00E-02,2.81E-04
4.36E+05,-31.05,1.00E-02,2.80E-04
4.37E+05,-31.08,1.00E-02,2.79E-04
4.38E+05,-31.1,1.00E-02,2.79E-04
4.39E+05,-31.13,1.00E-02,2.78E-04
4.40E+05,-31.15,1.00E-02,2.77E-04
4.41E+05,-31.18,1.00E-02,2.76E-04
4.42E+05,-31.21,1.00E-02,2.75E-04
4.43E+05,-31.23,1.00E-02,2.74E-04
4.44E+05,-31.26,1.00E-02,2.74E-04
4.45E+05,-31.29,1.00E-02,2.73E-04
4.46E+05,-31.31,1.00E-02,2.72E-04
4.47E+05,-31.34,1.00E-02,2.71E-04
4.48E+05,-31.37,1.00E-02,2.70E-04
4.49E+05,-31.39,1.00E-02,2.69E-04
4.50E+05,-31.42,1.00E-02,2.69E-04
4.51E+05,-31.45,1.00E-02,2.68E-04
4.52E+05,-31.47,1.00E-02,2.67E-04
4.53E+05,-31.5,1.00E-02,2.66E-04
4.54E+05,-31.53,1.00E-02,2.65E-04
4.55E+05,-31.56,1.00E-02,2.64E-04
4.56E+05,-31.58,1.00E-02,2.64E-04
4.57E+05,-31.61,1.00E-02,2.63E-04
4.58E+05,-31.64,1.00E-02,2.62E-04
4.59E+05,-31.67,1.00E-02,2.61E-04
4.60E+05,-31.69,1.00E-02,2.60E-04
4.61E+05,-31.72,1.00E-02,2.59E-04
4.62E+05,-31.75,1.00E-02,2.59E-04
4.63E+05,-31.78,1.00E-02,2.58E-04
4.65E+05,-31.81,1.00E-02,2.57E-04
4.66E+05,-31.84,1.00E-02,2.56E-04
4.67E+05,-31.86,1.00E-02,2.55E-04
4.68E+05,-31.89,1.00E-02,2.54E-04
4.69E+05,-31.92,1.00E-02,2.54E-04
4.70E+05,-31.95,1.00E-02,2.53E-04
4.71E+05,-31.98,1.00E-02,2.52E-04
4.72E+05,-32.01,1.00E-02,2.51E-04
4.73E+05,-32.04,1.00E-02,2.50E-04
4.74E+05,-32.07,1.00E-02,2.49E-04
