25.09917626,1545828678,25.02092035,1218948380,24.90085718,988578712,24.76592619,820359102,24.62670874,693568414.3,24.48793308,595418992.2,24.35187503,517722520.3,24.2196559,455044456.7,24.09180544,403660860.5,23.96853206,360947779,23.84986317,325010837,23.7357226,294452981.9,23.62597535,268224456.1
28.03342445,594425306.1,27.91787256,467826762.2,27.7925606,377883165.3,27.67262562,312466583.3,27.56147615,263517449.4,27.45918298,225909104.4,27.36490191,196337692,27.27762807,172617419.6,27.19642762,153261018.9,27.12049613,137229288.6,27.04915945,123778372.3,26.98185736,112364179.7,26.91812436,102580975.7
30.37181803,194641523.9,30.23943887,159680255,30.10443752,131994630.5,29.97731108,110548300.2,29.86042469,93883335.65,29.75366342,80779223.59,29.65616731,70325592.12,29.56691652,61864349.74,29.48493223,54921203.31,29.40933899,49151573.22,29.33937569,44302006.37,29.27438807,40183486.76,29.21381561,36653075.96
31.9632462,49933589.57,31.87425053,43850166.94,31.78274001,38266955.56,31.69491148,33416816.4,31.61246074,29302548.07,31.53561378,25841792.47,31.46409351,22932587.36,31.39746627,20478826.96,31.33527308,18398154.91,31.27707911,16622830.45,31.22249015,15098127.26,31.17115575,13780127.03,31.12276693,12633608.37
32.92723369,10447691.75,32.88050705,9524711.257,32.83208782,8643477.919,32.7850859,7836755.139,32.74043237,7113990.982,32.69832504,6473201.194,32.65869656,5907570.61,32.62138654,5408736.94,32.58620938,4968327.642,32.55298155,4578618.845,32.52153218,4232764.787,32.49170629,3924824.618,32.46336508,3649700.149
33.51885012,1987406.684,33.49688459,1823098.373,33.47403386,1670316.748,33.45173334,1532119.202,33.4304293,1408704.454,33.41023085,1299023.099,33.39112241,1201609.663,33.37304268,1114956.07,33.35591618,1037663.668,33.33966636,968493.7914,33.32422086,906373.7058,33.30951339,850384.313,33.29548409,799741.7226
33.92602061,364705.3703,33.91621068,333406.597,33.90598726,304871.9164,33.89598638,279426.0644,33.88640896,256944.3361,33.8773068,237127.6475,33.86867607,219638.1968,33.86049209,204155.4556,33.85272346,190395.4381,33.84533793,178114.2358,33.83830474,167105.3326,33.8315956,157194.8814,33.82518487,148236.7084
34.1139275,65671.14728,34.10967423,59783.28744,34.10523808,54477.19528,34.10089398,49786.49065,34.0967294,45670.8747,34.09276737,42063.92306,34.08900678,38896.02634,34.08543745,36103.3333,34.0820462,33630.40687,34.07881938,31430.29692,34.07574396,29463.67036,34.07280793,27697.69589,34.07000036,26104.9624
34.14406855,11762.21357,34.14224678,10669.36138,34.14034602,9693.052368,34.1384839,8835.534276,34.13669791,8086.973371,34.13499803,7433.673435,34.13338389,6861.928332,34.13185123,6359.443512,34.13039447,5915.689547,34.12900783,5521.833422,34.12768579,5170.528056,34.12642325,4855.675734,34.12521557,4572.20936
34.15693854,2103.256587,34.15616104,1901.542398,34.15534972,1722.817473,34.15455474,1566.779024,34.15379212,1431.199718,34.15306612,1313.318854,34.15237663,1210.477136,34.15172182,1120.335205,34.15109933,1040.913823,34.15050672,970.5667557,34.14994164,907.9334932,34.1494019,851.8906271,34.14888555,801.5085272
